judul,tanggal,topik,sumber,tipe,ringkasan,url,waktu_scrape
"Waduk di Gresik Surut, Anak-anak Manfaatkan Kubangan untuk Berburu Ikan",-,Lingkungan,Detik - Gresik,nasional,,https://www.detik.com/jatim/foto/d-8631079/waduk-di-gresik-surut-anak-anak-manfaatkan-kubangan-untuk-berburu-ikan,2026-09-20 12:54
"detikNewsKamis, 17 Sep 2026 01:48 WIB Video: Maling Bobol Toko Bangunan, Rp 40 Juta Ludes untuk Beli HP-Mabuk Polisi meringkus SL (26), pelaku pembobolan toko bangunan di Desa Laban, Kecamatan Menganti, Gresik.",17 Sep 2026,Ekonomi & UMKM,Detik - Gresik,nasional,"Polisi meringkus SL (26), pelaku pembobolan toko bangunan di Desa Laban, Kecamatan Menganti, Gresik.",https://20.detik.com/detikupdate/20260916-260916082/video-maling-bobol-toko-bangunan-rp-40-juta-ludes-untuk-beli-hp-mabuk,2026-09-20 12:54
"detikJatimRabu, 16 Sep 2026 19:30 WIB Suami Merantau ke Malaysia, Istri di Gresik Inapkan Pria Lain dalam Kos Perempuan berinisial FS kepergok berduaan dengan Abdul Rozak di kamar kosnya saat suaminya merantau. Polisi mengamankan keduanya untuk mencegah kerumunan.",16 Sep 2026,Keamanan & Hukum,Detik - Gresik,nasional,Perempuan berinisial FS kepergok berduaan dengan Abdul Rozak di kamar kosnya saat suaminya merantau. Polisi mengamankan keduanya untuk mencegah kerumunan.,https://www.detik.com/jatim/hukum-dan-kriminal/d-8665846/suami-merantau-ke-malaysia-istri-di-gresik-inapkan-pria-lain-dalam-kos,2026-09-20 12:54
"detikJatimRabu, 16 Sep 2026 06:08 WIB Pembobol Toko Bangunan di Gresik Diringkus, Rp 40 Juta Ludes untuk Mabuk Polisi menangkap SL, pelaku pembobolan Toko Bangunan di Gresik. Pelaku mengaku menggunakan uang curian untuk kebutuhan sehari-hari dan mabuk.",16 Sep 2026,Ekonomi & UMKM,Detik - Gresik,nasional,"Polisi menangkap SL, pelaku pembobolan Toko Bangunan di Gresik. Pelaku mengaku menggunakan uang curian untuk kebutuhan sehari-hari dan mabuk.",https://www.detik.com/jatim/hukum-dan-kriminal/d-8664623/pembobol-toko-bangunan-di-gresik-diringkus-rp-40-juta-ludes-untuk-mabuk,2026-09-20 12:54
"detikJatimSelasa, 15 Sep 2026 19:50 WIB Paket Vespa Berisi Ganja 10 Kg Ditemukan di Gudang Ekspedisi Gresik Polres Gresik ungkap 10,8 kg ganja dalam paket ekspedisi J&T Cargo. Ganja disimpan dalam sepeda motor Vespa. Penyidikan masih berlanjut.",15 Sep 2026,Lingkungan,Detik - Gresik,nasional,"Polres Gresik ungkap 10,8 kg ganja dalam paket ekspedisi J&T Cargo. Ganja disimpan dalam sepeda motor Vespa. Penyidikan masih berlanjut.",https://www.detik.com/jatim/hukum-dan-kriminal/d-8664369/paket-vespa-berisi-ganja-10-kg-ditemukan-di-gudang-ekspedisi-gresik,2026-09-20 12:54
Freeport Targetkan Smelter Gresik Beroperasi Lagi September 2026,-,Umum,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/ekonomi/20260714150046-85-1380593/freeport-targetkan-smelter-gresik-beroperasi-lagi-september-2026,2026-09-20 12:54
"BNN Sebut Kuncup Ganja 3,37 Ton di Gresik Disiapkan Jadi Cairan Vape",-,Umum,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/nasional/20260702202109-12-1376229/bnn-sebut-kuncup-ganja-337-ton-di-gresik-disiapkan-jadi-cairan-vape,2026-09-20 12:54
"PLN Jatim Ungkap Pemicu Mati Lampu di Surabaya, Sidoarjo dan Gresik",-,Umum,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/ekonomi/20260619181304-85-1370983/pln-jatim-ungkap-pemicu-mati-lampu-di-surabaya-sidoarjo-dan-gresik,2026-09-20 12:54
PLN Jatim Buka Suara soal Mati Lampu Bergilir di Malang hingga Gresik,-,Umum,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/ekonomi/20260611193954-85-1368101/pln-jatim-buka-suara-soal-mati-lampu-bergilir-di-malang-hingga-gresik,2026-09-20 12:54
"Kapal Bermuatan Besi Karam di Gresik: 2 ABK Tewas, 1 Hilang",-,Umum,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/nasional/20260504210219-12-1355062/kapal-bermuatan-besi-karam-di-gresik-2-abk-tewas-1-hilang,2026-09-20 12:54
13 Proyek Hilirisasi Prabowo: Pengolahan Emas dan Tembaga di Gresik,-,Infrastruktur,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/ekonomi/20260430193225-532-1353973/13-proyek-hilirisasi-prabowo-pengolahan-emas-dan-tembaga-di-gresik,2026-09-20 12:54
"PTFI Gelar FGT 2026, Asah Ratusan Talenta Sepak Bola Muda Gresik",-,Olahraga,CNN Indonesia - Gresik,nasional,,https://www.cnnindonesia.com/ekonomi/20260428162559-625-1353095/ptfi-gelar-fgt-2026-asah-ratusan-talenta-sepak-bola-muda-gresik,2026-09-20 12:54
"Perkuat Pasokan Gas Jangka Panjang, Petrokimia Gresik Teken Perjanjian Jual-Beli ke 2 Pihak Ini",-,Industri & Tambang,VIVA - Gresik,lokal,"Petrokimia Gresik perkuat kerja sama penyediaan gas dari Lapangan MDA-MBH di Selat Madura dan WK Ketapang di Perairan Utara Pulau Madura, guna mendukung produksi pupuk RI",https://www.viva.co.id/bisnis/1900488-perkuat-pasokan-gas-jangka-panjang-petrokimia-gresik-teken-perjanjian-jual-beli-ke-2-pihak-ini,2026-09-20 12:54
"Kawal Musim Tanam 2026, Petrokimia Gresik Amankan Stok Pupuk 219.648 Ton",-,Industri & Tambang,VIVA - Gresik,lokal,"Anggota holding BUMN Pupuk Indonesia, Petrokimia Gresik, telah menyiapkan stok pupuk bersubsidi sebanyak 219.648 ton guna mengawal musim tanam di tahun 2026 ini.",https://www.viva.co.id/bisnis/1898370-kawal-musim-tanam-2026-petrokimia-gresik-amankan-stok-pupuk-219648-ton,2026-09-20 12:54
Petrokimia Gresik Amankan Pasokan Sulfur di Tengah Dinamika Geopolitik Timur Tengah,-,Ekonomi & UMKM,VIVA - Gresik,lokal,"Petrokimia Gresik memperkuat strategi pengamanan pasokan sulfur sebagai komoditas strategis bagi industri pupuk dan kimia nasional, di tengah dinamika geopolitik global.",https://www.viva.co.id/bisnis/1889248-petrokimia-gresik-amankan-pasokan-sulfur-di-tengah-dinamika-geopolitik-timur-tengah,2026-09-20 12:54
"Heboh! Aplikasi Ilegal di Gresik Sebar 1,7 Juta Data Debitur, Polisi Bongkar Perannya",-,Keamanan & Hukum,VIVA - Gresik,lokal,"Satreskrim Polres Gresik, membongkar praktik penyalahgunaan data pribadi melalui aplikasi ilegal Gomatel–data kendaraan roda 4 telat bayar, yang beroperasi di wilayahnya.",https://www.viva.co.id/berita/nasional/1868940-heboh-aplikasi-ilegal-di-gresik-sebar-1-7-juta-data-debitur-polisi-bongkar-perannya,2026-09-20 12:54
Aksi Kapolres Gresik Bantu Bayi Sakit Lantaran Orang Tuanya Tak Punya Biaya Pengobatan,-,Umum,VIVA - Gresik,lokal,"Sebuah kondisi memilukan terjadi di Desa Tumapel, Duduksampeyan, Gresik, Jawa Timur. Seorang bayi bernama Mahesa Aprillia Salsabilla menderita penyakit serius.",https://www.viva.co.id/berita/nasional/1824383-aksi-kapolres-gresik-bantu-bayi-sakit-lantaran-orang-tuanya-tak-punya-biaya-pengobatan,2026-09-20 12:54
"7 Petshop Paling Terkenal di Gresik, Lengkap dan Murah",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/7-petshop-paling-terkenal-di-gresik-lengkap-dan-murah-01-ctdqd-cwvctq,2026-09-20 12:54
"Pemakaman Jenazah Pemuda 200 Kg di Gresik, Damkar Kerahkan Crane",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/pemakaman-jenazah-pemuda-200-kg-di-gresik-damkar-kerahkan-crane-00-hc4tp-33nhkw,2026-09-20 12:54
5 Wisata Gresik yang Bisa Dijangkau dari Jalur Trans Jatim Koridor 1 dan 4,-,Sosial & Budaya,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/wisata-gresik-yang-bisa-dijangkau-dari-jalur-trans-jatim-koridor-1-dan-4-c1c2-01-sq9xb-ymdh3z,2026-09-20 12:54
5 Masjid Paling Ikonik di Gresik,-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/5-masjid-paling-ikonik-di-gresik-c1c2-01-glr31-gh0h5f,2026-09-20 12:54
"Terungkap! 3,37 Ton Kuncup Ganja di Gresik Bakal Jadi Bahan Liquid Vape",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/terungkap-3-37-ton-kuncup-ganja-di-gresik-bakal-jadi-liquid-vape-00-hc4tp-qy5mkh,2026-09-20 12:54
Kakek 98 Tahun Tewas di Dasar Sumur 15 Meter di Gresik,-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/kakek-98-tahun-tewas-di-dasar-sumur-15-meter-di-gresik-00-hc4tp-ffyfrp,2026-09-20 12:54
6 Oleh-oleh Khas Gresik Paling Populer Jadi Buah Tangan,-,Sosial & Budaya,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/food/dining-guide/6-oleh-oleh-khas-gresik-paling-populer-jadi-buah-tangan-00-gf1bt-gxr4vr,2026-09-20 12:54
"Kopiah Hingga Tenun, 5 Kerajinan Khas Gresik yang Pas untuk Oleh-oleh",-,Sosial & Budaya,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/kopiah-hingga-tenun-5-kerajinan-khas-gresik-yang-pas-untuk-oleh-oleh-c1c2-00-16bz3-nfw6d7,2026-09-20 12:54
"Cara Naik Bus Wisata Bandar Grissee Gresik 2026, Jadwal, Harga Tiket, dan Rutenya",-,Sosial & Budaya,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/cara-naik-bus-wisata-bandar-grissee-gresik-2026-jadwal-harga-tiket-dan-rutenya-c1c2-01-sq9xb-wzg92f,2026-09-20 12:54
"6 Toko Sepatu Pilihan di Gresik, Kualitas Juara!",-,Ekonomi & UMKM,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/jtm-6-toko-sepatu-pilihan-di-gresik-kualitas-juara-c1c2-01-xtzcy-scgf82,2026-09-20 12:54
5 Tempat Belanja yang Wajib Kamu Kunjungi saat di Gresik,-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/5-tempat-belanja-yang-wajib-kamu-kunjungi-saat-di-gresik-00-16bz3-5f5brj,2026-09-20 12:54
"6 Swalayan Murah di Gresik, Belanja Bulanan Penuh Diskon!",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/travel/destination/6-swalayan-murah-di-gresik-belanja-bulanan-penuh-diskon-c1c2-01-n4hg7-3dtdm8,2026-09-20 12:54
"Perampok Bersenpi yang Tembak Warga Driyorejo, Akhirnya Didor",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/perampok-bersenpi-yang-tembak-warga-driyorejo-akhirnya-didor-00-hc4tp-lb52t6,2026-09-20 12:54
"Bentrok Brutal Ratusan Pesilat di Gresik, 5 Luka",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/bentrok-brutal-ratusan-pesilat-di-gresik-5-luka-00-hc4tp-lh24dz,2026-09-20 12:54
"Nakhoda Ditemukan Tewas, Total 3 Nyawa Melayang di Laut Gresik",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/news/jawa-timur/nahkoda-ditemukan-tewas-total-3-nyawa-melayang-di-laut-gresik-00-hc4tp-nq0ryl,2026-09-20 12:54
"Penyesuaian Venue, Laga Persik Kediri VS Arema FC Dipindahkan ke Gresik",-,Umum,IDN Times - Gresik,lokal,,https://jatim.idntimes.com/sport/soccer/penyesuaian-venue-laga-persik-kediri-vs-arema-fc-dipindahkan-ke-gresik-00-s8ls4-s4288r,2026-09-20 12:54
"Raih Predikat Prestisius Golden Medal 2026, Semen Gresik Pertahankan Bintang Lima TOP GRC",-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/09/14/161008/raih-predikat-prestisius-golden-medal-2026-semen-gresik-pertahankan-bintang-lima-top-grc,2026-09-20 12:54
"30 Kali Teror Perempuan di Jalan Sepi, Pria Eksibisionis di Gresik Diciduk Berkat Keberanian Korban",-,Infrastruktur,Suara.com - Gresik,lokal,,https://jatim.suara.com/read/2026/09/11/111240/30-kali-teror-perempuan-di-jalan-sepi-pria-eksibisionis-di-gresik-diciduk-berkat-keberanian-korban,2026-09-20 12:54
"Petrokimia Gresik Gandeng Freeport Amankan Bahan Baku Pupuk, Ada Ancaman dari Geopolitik",-,Politik & Pemda,Suara.com - Gresik,lokal,,https://www.suara.com/bisnis/2026/09/10/175009/petrokimia-gresik-gandeng-freeport-amankan-bahan-baku-pupuk-ada-ancaman-dari-geopolitik,2026-09-20 12:54
"SGIC IX 2026 Torehkan Benefit Rp10,5 Miliar, Dirut Semen Gresik Dorong Insan Terus Berani Berinovasi",-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/09/08/200236/sgic-ix-2026-torehkan-benefit-rp105-miliar-dirut-semen-gresik-dorong-insan-terus-berani-berinovasi,2026-09-20 12:54
Semen Gresik Tingkatkan Kompetensi Ratusan Tukang Bangunan melalui Sertifikasi Akademi Jago Bangunan,-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/09/03/211434/semen-gresik-tingkatkan-kompetensi-ratusan-tukang-bangunan-melalui-sertifikasi-akademi-jago-bangunan,2026-09-20 12:54
"Kandang Sapi di Gresik Terbakar, Begini Kronologi Lengkapnya",-,Umum,Suara.com - Gresik,lokal,,https://jatim.suara.com/read/2026/09/01/163504/kandang-sapi-di-gresik-terbakar-begini-kronologi-lengkapnya,2026-09-20 12:54
Semen Gresik Salurkan Bantuan Tanggap Darurat Bencana bagi Korban Gempa di Nagekeo NTT,-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/08/29/193343/semen-gresik-salurkan-bantuan-tanggap-darurat-bencana-bagi-korban-gempa-di-nagekeo-ntt,2026-09-20 12:54
Semen Gresik Raih Best Choice Brand Portland Cement Pada Ajang The Peoples Choice 2026,-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/08/24/163156/semen-gresik-raih-best-choice-brand-portland-cement-pada-ajang-the-peoples-choice-2026,2026-09-20 12:54
Pasien Depresi di Gresik Dirudapaksa di Gubuk Sawah Berkedok Pengobatan Alternatif,-,Kesehatan,Suara.com - Gresik,lokal,,https://jatim.suara.com/read/2026/08/22/163830/pasien-depresi-di-gresik-dirudapaksa-di-gubuk-sawah-berkedok-pengobatan-alternatif,2026-09-20 12:54
"Di Tengah Persaingan Industri Bahan Bangunan, Semen Gresik Perkuat Kepercayaan Konsumen",-,Ekonomi & UMKM,Suara.com - Gresik,lokal,,https://www.suara.com/bisnis/2026/08/20/082058/di-tengah-persaingan-industri-bahan-bangunan-semen-gresik-perkuat-kepercayaan-konsumen,2026-09-20 12:54
"Peringati HUT RI ke-81, Semen Gresik Dorong Insan Perusahaan Hadirkan Karya Terbaik bagi Negeri",-,Industri & Tambang,Suara.com - Gresik,lokal,,https://jateng.suara.com/read/2026/08/19/212105/peringati-hut-ri-ke-81-semen-gresik-dorong-insan-perusahaan-hadirkan-karya-terbaik-bagi-negeri,2026-09-20 12:54
Freeport Pastikan Smelter Gresik Kembali Beroperasi September 2026,07 Agu 2026,Lingkungan,Liputan6 - Gresik,nasional,Smelter Manyar di Gresik akan kembali beroperasi pada September 2026. Produksi dilakukan bertahap seiring pasokan konsentrat mulai masuk.,https://www.liputan6.com/bisnis/read/8264671/freeport-pastikan-smelter-gresik-kembali-beroperasi-september-2026,2026-09-20 12:54
"Investasi Melonjak, Pemerintah Percepat Perluasan KEK Gresik",14 Jun 2026,Ekonomi & UMKM,Liputan6 - Gresik,nasional,"Pemerintah mempercepat perluasan KEK Gresik guna menampung lonjakan investasi yang hingga Triwulan I-2026 telah menembus Rp 113,4 triliun.",https://www.liputan6.com/bisnis/read/7890794/investasi-melonjak-pemerintah-percepat-perluasan-kek-gresik,2026-09-20 12:54
Hilirisasi Tembaga dan Emas Terintegrasi di Gresik Serap hingga 7.000 Tenaga Kerja,04 Mei 2026,Ekonomi & UMKM,Liputan6 - Gresik,nasional,Pengembangan ekosistem hilirisasi tembaga dan emas terintegrasi di Kawasan Ekonomi Khusus (KEK) JIIPE Gresik diproyeksikan menyerap hingga 7.000 tenaga kerja,https://www.liputan6.com/bisnis/read/6328126/hilirisasi-tembaga-dan-emas-terintegrasi-di-gresik-serap-hingga-7000-tenaga-kerja,2026-09-20 12:54
"Rahasia Bikin Keripik Teripang Khas Gresik yang Renyah dan Tidak Amis, Bukan Asal Goreng S...",03 Mei 2026,Umum,Liputan6 - Gresik,nasional,Rahasia bikin keripik teripang khas Gresik renyah dan tidak amis dengan teknik tanpa ala Yeni Armaini.,https://www.liputan6.com/lifestyle/read/6327634/rahasia-bikin-keripik-teripang-khas-gresik-yang-renyah-dan-tidak-amis-bukan-asal-goreng-saja,2026-09-20 12:54
"Cara Membuat Keripik Teripang Gurih Alami, Ternyata Harus Lewat Proses Panjang Ini",29 Apr 2026,Umum,Liputan6 - Gresik,nasional,Cara membuat keripik teripang khas Gresik yang gurih alami dan renyah lewat teknik pengolahan tanpa tepung.,https://www.liputan6.com/lifestyle/read/6325600/cara-membuat-keripik-teripang-gurih-alami-ternyata-harus-lewat-proses-panjang-ini,2026-09-20 12:54
"Dalang Penipuan SK PNS Palsu di Pemkab Gresik Ditangkap, Begini Modusnya",29 Apr 2026,Umum,Liputan6 - Gresik,nasional,"Setelah dilakukan pelacakan, pelaku penipuan SK PNS palsu terdeteksi di Kalimantan Tengah.",https://www.liputan6.com/regional/read/6325157/dalang-penipuan-sk-pns-palsu-di-pemkab-gresik-ditangkap-begini-modusnya,2026-09-20 12:54
"Update Kasus SK PNS Palsu di Gresik, Polisi Kantongi Identitas Pelaku Utama",25 Apr 2026,Lingkungan,Liputan6 - Gresik,nasional,Polisi terus memburu pelaku utama kasus dugaan penipuan SK PNS palsu di lingkungan Pemerintah Kabupaten Gresik.,https://www.liputan6.com/regional/read/6322953/update-kasus-sk-pns-palsu-di-gresik-polisi-kantongi-identitas-pelaku-utama,2026-09-20 12:54
Memburu Dalang di Balik SK Palsu PNS Bikin Geger Pemkab Gresik,10 Apr 2026,Lingkungan,Liputan6 - Gresik,nasional,Sejumlah data telah dikantongi polisi terkait pemalsuan SK PNS Pemkab Gresik yang membuat SE dirugikan.,https://www.liputan6.com/regional/read/6313733/memburu-dalang-di-balik-sk-palsu-pns-bikin-geger-pemkab-gresik,2026-09-20 12:54
Mimpi Jadi Abdi Negara Kandas: Cerita Miris di Balik 'Prank' SK PNS Palsu di Pemkab Gresik,09 Apr 2026,Lingkungan,Liputan6 - Gresik,nasional,Belasan orang terkena penipuan alias prank SK PNS Palsu di lingkungan Pemkab Gresik. Harapan jadi abdi negara kandas.,https://www.liputan6.com/regional/read/6313460/mimpi-jadi-abdi-negara-kandas-cerita-miris-di-balik-prank-sk-pns-palsu-di-pemkab-gresik,2026-09-20 12:54
"Hari Autis Sedunia, Gus Yani: Gresik Harus Jadi Kabupaten Inklusif Tanpa Diskriminasi",02 Apr 2026,Politik & Pemda,Liputan6 - Gresik,nasional,Bupati Gresik Gus Yani menegaskan komitmennya mewujudkan Gresik sebagai daerah inklusif dan ramah bagi anak-anak dengan spektrum autisme.,https://www.liputan6.com/regional/read/6309132/hari-autis-sedunia-gus-yani-gresik-harus-jadi-kabupaten-inklusif-tanpa-diskriminasi,2026-09-20 12:54
"KKP Setop Reklamasi Ilegal Seluas 1,72 Ha di Gresik",22 Feb 2026,Umum,Liputan6 - Gresik,nasional,"KKP menyebutkan, perusahaan diduga melanggar aturan pemanfaatan ruang laut karena melakukan kegiatan tanpa PKKPRL.",https://www.liputan6.com/bisnis/read/6283599/kkp-setop-reklamasi-ilegal-seluas-172-ha-di-gresik,2026-09-20 12:54
Semen Gresik Angkat Politisi PKS Zulkieflimansyah Jadi Komisaris,16 Des 2025,Politik & Pemda,Liputan6 - Gresik,nasional,PT Semen Gresik pengangkatan politikus Partai Keadilan Sejahtera (PKS) Zulkieflimansyah sebagai Komisaris.,https://www.liputan6.com/bisnis/read/6237409/semen-gresik-angkat-politisi-pks-zulkieflimansyah-jadi-komisaris,2026-09-20 12:54
"9 Rekomendasi Tempat Makan Nasi Krawu di Gresik 2025, Wajib Mampir",21 Nov 2025,Sosial & Budaya,Liputan6 - Gresik,nasional,Temukan 9 rekomendasi tempat makan Nasi Krawu di Gresik yang wajib dicoba untuk pengalaman kuliner yang autentik.,https://www.liputan6.com/lifestyle/read/6217854/9-rekomendasi-tempat-makan-nasi-krawu-di-gresik-2025-wajib-mampir,2026-09-20 12:54
"Produser Erry Wibowo dan Direktur Pengembangan Budaya Digital Bertemu di Gresik, Ada Agend...",19 Sep 2025,Sosial & Budaya,Liputan6 - Gresik,nasional,"Produser Erry Wibowo dan Direktur Pengembangan Budaya Digital Kementerian Kebudayaan RI, Andi Syamsu Rijal, SS, M.Hum. bertemu di Gresik, Jawa Timur.",https://www.liputan6.com/showbiz/read/6163201/produser-erry-wibowo-dan-direktur-pengembangan-budaya-digital-bertemu-di-gresik-ada-agenda-apa,2026-09-20 12:54
"Gangguan Smelter Gresik, Freeport Gagal Proses 100 Ribu Ton Konsentrat Tembaga",21 Agu 2025,Umum,Liputan6 - Gresik,nasional,"Freeport hadapi dampak besar usai smelter Gresik tertunda beroperasi, dengan 100 ribu ton konsentrat tembaga tak terolah.",https://www.liputan6.com/bisnis/read/6138239/gangguan-smelter-gresik-freeport-gagal-proses-100-ribu-ton-konsentrat-tembaga,2026-09-20 12:54
"Ditangkap Polisi, Begini Tampang Pelaku Pembunuhan Wanita Driver Ojol di Gresik",29 Jul 2025,Infrastruktur,Liputan6 - Gresik,nasional,"Polisi menangkap dua terduga pelaku pembunuhan wanita inisial SAC (30) warga Sidoarjo, yang ditemukan tewas terbungkus kardus dan ditemukan di semak-semak Jalan Raya Desa Banyuurip, Kecamatan Kedamean, Gresik, Jawa Timur.",https://www.liputan6.com/regional/read/6117712/ditangkap-polisi-begini-tampang-pelaku-pembunuhan-wanita-driver-ojol-di-gresik,2026-09-20 12:54
