nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
kantor Kelurahan Singosari,kantor_desa,"4,6",5,,,,,,,https://www.google.com/maps/place/kantor+Kelurahan+Singosari/data=!4m7!3m6!1s0x2dd80037fb446a9b:0x72137dab644a3ab9!8m2!3d-7.1711443!4d112.6564493!16s%2Fg%2F11f3s5w36h!19sChIJm2pE-zcA2C0RuTpKZKt9E3I?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Dinas Pemberdayaan Masyarakat dan Desa Kabupaten Gresik,kantor_desa,"4,9",13,,,,https://dpmd.gresikkab.go.id/,,,https://www.google.com/maps/place/Dinas+Pemberdayaan+Masyarakat+dan+Desa+Kabupaten+Gresik/data=!4m7!3m6!1s0x2e77fff728c763c3:0x74c231ba4d873cc1!8m2!3d-7.1716808!4d112.5999294!16s%2Fg%2F11rckp7k_8!19sChIJw2PHKPf_dy4RwTyHTboxwnQ?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Desa Pulopancikan,kantor_desa,"3,0",2,,,(031) 3982768,https://www.instagram.com/desapulopancikan/,,,https://www.google.com/maps/place/Kantor+Desa+Pulopancikan/data=!4m7!3m6!1s0x2dd80113d805b52d:0xb3d35c385369101f!8m2!3d-7.160732!4d112.6587214!16s%2Fg%2F11g047962d!19sChIJLbUF2BMB2C0RHxBpUzhc07M?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Kelurahan Sidokumpul,kantor_desa,"3,8",8,,,(031) 3983219,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Sidokumpul/data=!4m7!3m6!1s0x2dd800453949d6bd:0x2c63fbf5bff5d25b!8m2!3d-7.1617322!4d112.6538218!16s%2Fg%2F1hm59kddx!19sChIJvdZJOUUA2C0RW9L1v_X7Yyw?authuser=0&hl=id&rclk=1,2026-07-17 14:42
BALAI DESA KLANGONAN,kantor_desa,"5,0",1,,,,,,,https://www.google.com/maps/place/BALAI+DESA+KLANGONAN/data=!4m7!3m6!1s0x2dd80122cad06885:0xeca5ab22f940284d!8m2!3d-7.1696998!4d112.6272923!16s%2Fg%2F11qmr10hst!19sChIJhWjQyiIB2C0RTShA-SKrpew?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Kelurahan Kebomas,kantor_desa,"4,2",5,,,,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Kebomas/data=!4m7!3m6!1s0x2dd800693c8a683d:0x7514fdac306ad7ab!8m2!3d-7.1648868!4d112.638953!16s%2Fg%2F11cryf26qr!19sChIJPWiKPGkA2C0Rq9dqMKz9FHU?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Desa Prambangan,kantor_desa,,,,,,,,,https://www.google.com/maps/place/Kantor+Desa+Prambangan/data=!4m7!3m6!1s0x2dd80131aa7c0513:0x2a71268a9a02236e!8m2!3d-7.1905383!4d112.6205585!16s%2Fg%2F11sjb2mrsv!19sChIJEwV8qjEB2C0RbiMCmoomcSo?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Kelurahan Gulomantung,kantor_desa,"4,0",13,,,(031) 3982309,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Gulomantung/data=!4m7!3m6!1s0x2dd7fff8c0a2aa7d:0x7443ee8be08ebe38!8m2!3d-7.1867652!4d112.6308095!16s%2Fg%2F11bc7nb6xk!19sChIJfaqiwPj_1y0ROL6O4IvuQ3Q?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Badan Usaha Milik Desa,kantor_desa,"5,0",4,,,,,,,https://www.google.com/maps/place/Kantor+Badan+Usaha+Milik+Desa/data=!4m7!3m6!1s0x2dd8004e2bade27f:0xc02f3a50c6aa6527!8m2!3d-7.1608!4d112.65883!16s%2Fg%2F1hm55qqmr!19sChIJf-KtK04A2C0RJ2WqxlA6L8A?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kejaksaan Negeri Gresik,kantor_desa,"4,4",366,,,(031) 3956565,,,,https://www.google.com/maps/place/Kejaksaan+Negeri+Gresik/data=!4m7!3m6!1s0x2e77ffc3e437512d:0x8e91369afb75400e!8m2!3d-7.16996!4d112.603068!16s%2Fg%2F1pzt5cf9x!19sChIJLVE35MP_dy4RDkB1-5o2kY4?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Kelurahan Ngargosari,kantor_desa,"3,7",3,,,,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Ngargosari/data=!4m7!3m6!1s0x2dd801c287b03f83:0xc44aab7bc4d2740e!8m2!3d-7.1834449!4d112.6382529!16s%2Fg%2F11qz4fbdng!19sChIJgz-wh8IB2C0RDnTSxHurSsQ?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Pos Gresik,kantor_desa,"3,5",313,,,(031) 3981786,,,,https://www.google.com/maps/place/Kantor+Pos+Gresik/data=!4m7!3m6!1s0x2dd80069b55567f9:0xd211c0b639e02277!8m2!3d-7.1642148!4d112.642314!16s%2Fg%2F1hm2z5xgh!19sChIJ-WdVtWkA2C0RdyLgObbAEdI?authuser=0&hl=id&rclk=1,2026-07-17 14:42
Kantor Pusat Kawasan Industri Gresik,kantor_desa,"4,3",279,,,0811-3003-100,http://kig.co.id/,,,https://www.google.com/maps/place/Kantor+Pusat+Kawasan+Industri+Gresik/data=!4m7!3m6!1s0x2dd80066b76c3877:0x884c04ac6832c557!8m2!3d-7.1594737!4d112.6352774!16s%2Fg%2F1hd_5947b!19sChIJdzhst2YA2C0RV8UyaKwETIg?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Balai Desa Roomo,kantor_desa,"5,0",3,,,,,,,https://www.google.com/maps/place/Balai+Desa+Roomo/data=!4m7!3m6!1s0x2dd801159bb8c29f:0x94e3c9da252f5043!8m2!3d-7.1418454!4d112.6269885!16s%2Fg%2F11rw7cy9vh!19sChIJn8K4mxUB2C0RQ1AvJdrJ45Q?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Kantor Kepala Desa Gapuro Sukolilo,kantor_desa,,,,,,,,,https://www.google.com/maps/place/Kantor+Kepala+Desa+Gapuro+Sukolilo/data=!4m7!3m6!1s0x2dd8004fe29b162b:0x93a984c1e67b9109!8m2!3d-7.1606858!4d112.6564445!16s%2Fg%2F1hm6bz3ms!19sChIJKxab4k8A2C0RCZF75sGEqZM?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Badan Pusat Statistik Kabupaten Gresik,kantor_desa,"4,8",52,,,,,,,https://www.google.com/maps/place/Badan+Pusat+Statistik+Kabupaten+Gresik/data=!4m7!3m6!1s0x2e77ffb9491f8db1:0x38d80cc3f95fbc64!8m2!3d-7.1684483!4d112.5913869!16s%2Fg%2F1hm4z7h24!19sChIJsY0fSbn_dy4RZLxf-cMM2Dg?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Kantor Desa Padeg,kantor_desa,"4,4",8,,,,,,,https://www.google.com/maps/place/Kantor+Desa+Padeg/data=!4m7!3m6!1s0x2e77ff667c92094f:0x27d628366db395e6!8m2!3d-7.1884258!4d112.5537021!16s%2Fg%2F11bv3rfq9b!19sChIJTwmSfGb_dy4R5pWzbTYo1ic?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Kantor Desa Ambeng-Ambeng Watangrejo,kantor_desa,"5,0",2,,,,,,,https://www.google.com/maps/place/Kantor+Desa+Ambeng-Ambeng+Watangrejo/data=!4m7!3m6!1s0x2e77ff5e88872b41:0x46df46ab49fa9fb0!8m2!3d-7.1662402!4d112.5608769!16s%2Fg%2F11h227sr9k!19sChIJQSuHiF7_dy4RsJ_6SatG30Y?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Balai Desa Kedanyang,kantor_desa,"4,2",130,,,,,,,https://www.google.com/maps/place/Balai+Desa+Kedanyang/data=!4m7!3m6!1s0x2e77fffab2a7e58d:0xbc4fac51a79289ab!8m2!3d-7.1833705!4d112.6087295!16s%2Fg%2F11c0rmdf77!19sChIJjeWnsvr_dy4Rq4mSp1GsT7w?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Kantor Pengawasan dan Pelayanan Bea Dan Cukai Gresik,kantor_desa,"4,8",47,,,0811-3109-995,,,,https://www.google.com/maps/place/Kantor+Pengawasan+dan+Pelayanan+Bea+Dan+Cukai+Gresik/data=!4m7!3m6!1s0x2dd800434cc12863:0x13254a5298a23c8e!8m2!3d-7.1614218!4d112.6484075!16s%2Fg%2F1hm5r3c3l!19sChIJYyjBTEMA2C0RjjyimFJKJRM?authuser=0&hl=id&rclk=1,2026-07-17 14:43
LKD Desa Suci,kantor_desa,,,,,(031) 3930477,,,,https://www.google.com/maps/place/LKD+Desa+Suci/data=!4m7!3m6!1s0x2e77fe34734e30ad:0xa8a11894a7e3aeeb!8m2!3d-7.149929!4d112.6017322!16s%2Fg%2F11b76dld5d!19sChIJrTBOczT-dy4R667jp5QYoag?authuser=0&hl=id&rclk=1,2026-07-17 14:43
Kantor Kepala Desa Manyarejo,kantor_desa,"4,3",4,,,,,,,https://www.google.com/maps/place/Kantor+Kepala+Desa+Manyarejo/data=!4m7!3m6!1s0x2e77fe0936051d07:0x14cea9a6f77fe481!8m2!3d-7.1211662!4d112.603431!16s%2Fg%2F11bc7q_d07!19sChIJBx0FNgn-dy4RgeR_96apzhQ?authuser=0&hl=id&rclk=1,2026-07-17 14:44
Kantor Kelurahan Kebungson,kantor_desa,"5,0",1,,,,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Kebungson/data=!4m7!3m6!1s0x2dd801a311f081c3:0x86076e0a29e021c3!8m2!3d-7.1529221!4d112.658074!16s%2Fg%2F11h3mrfsmy!19sChIJw4HwEaMB2C0RwyHgKQpuB4Y?authuser=0&hl=id&rclk=1,2026-07-17 14:44
Kantor Desa Semampir,kantor_desa,"4,8",4,,,,,,,https://www.google.com/maps/place/Kantor+Desa+Semampir/data=!4m7!3m6!1s0x2e7801d6d55adbbd:0x846536a6d3e8839f!8m2!3d-7.2007224!4d112.5632911!16s%2Fg%2F11c380vhh4!19sChIJvdta1dYBeC4Rn4Po06Y2ZYQ?authuser=0&hl=id&rclk=1,2026-07-17 14:44
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,kantor_desa,"4,4",1349,,,(031) 3973433,https://dispendukcapil.gresikkab.go.id/,,,https://www.google.com/maps/place/Dinas+Kependudukan+dan+Pencatatan+Sipil+Kabupaten+Gresik/data=!4m7!3m6!1s0x2dd80050a4ab69c7:0x5bc95e51ebbd4c00!8m2!3d-7.1565138!4d112.6564603!16s%2Fg%2F1hm2c76b0!19sChIJx2mrpFAA2C0RAEy961FeyVs?authuser=0&hl=id&rclk=1,2026-07-17 14:44
"Kantor Badan Pendapatan Pengelolaan Keuangan dan Aset Daerah ""BPPKAD"" Kab. Gresik",kantor_desa,"4,3",56,,,(031) 3930729,http://bppkad.gresikkab.go.id/,,,https://www.google.com/maps/place/Kantor+Badan+Pendapatan+Pengelolaan+Keuangan+dan+Aset+Daerah+%22BPPKAD%22+Kab.+Gresik/data=!4m7!3m6!1s0x2e77ffc1155ed749:0x7c5f76f841cbfe42!8m2!3d-7.1699401!4d112.6004947!16s%2Fg%2F11csqhnp5k!19sChIJSddeFcH_dy4RQv7LQfh2X3w?authuser=0&hl=id&rclk=1,2026-07-17 14:44
Kantor BPD desa Roomo,kantor_desa,,,,,,,,,https://www.google.com/maps/place/Kantor+BPD+desa+Roomo/data=!4m7!3m6!1s0x2dd8015248df8eab:0x73da3220da119b8f!8m2!3d-7.1418454!4d112.6269885!16s%2Fg%2F11smm30gms!19sChIJq47fSFIB2C0Rj5sR2iAy2nM?authuser=0&hl=id&rclk=1,2026-07-17 14:44
KANTOR KEPALA Desa TAMBAK BERAS No. 09,kantor_desa,"4,3",8,,,,,,,https://www.google.com/maps/place/KANTOR+KEPALA+Desa+TAMBAK+BERAS+No.+09/data=!4m7!3m6!1s0x2e78002cfaae89d5:0xd08f5f0314855aee!8m2!3d-7.2021734!4d112.5745768!16s%2Fg%2F1hm3045bn!19sChIJ1Ymu-iwAeC4R7lqFFANfj9A?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Badan Permusyawaratan Desa ( BPD) Gapurosukolilo,kantor_desa,"5,0",1,,,,,,,https://www.google.com/maps/place/Kantor+Badan+Permusyawaratan+Desa+%28+BPD%29+Gapurosukolilo/data=!4m7!3m6!1s0x2dd80110f6f02c73:0x49c1178f8b1df9af!8m2!3d-7.1598832!4d112.6559511!16s%2Fg%2F11hyzlbnwn!19sChIJcyzw9hAB2C0Rr_kdi48XwUk?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Desa Manyarrejo Baru,kantor_desa,"4,0",1,,,,,,,https://www.google.com/maps/place/Kantor+Desa+Manyarrejo+Baru/data=!4m7!3m6!1s0x2e77ff00710e947f:0x327802c841f5b56a!8m2!3d-7.1229202!4d112.6026447!16s%2Fg%2F11zcgxwzmy!19sChIJf5QOcQD_dy4RarX1QcgCeDI?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor kepala desa cerme lor,kantor_desa,"4,5",17,,,,,,,https://www.google.com/maps/place/Kantor+kepala+desa+cerme+lor/data=!4m7!3m6!1s0x2e78011ea3f06f11:0x78568881e5fc59b3!8m2!3d-7.2278945!4d112.5658098!16s%2Fg%2F11lgnlgz88!19sChIJEW_wox4BeC4Rs1n85YGIVng?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Balai Desa Kroman,kantor_desa,,,,,,,,,https://www.google.com/maps/place/Balai+Desa+Kroman/data=!4m7!3m6!1s0x2dd801916e8ab0db:0xf40d2a3338c3b376!8m2!3d-7.1476852!4d112.6558763!16s%2Fg%2F11h3_cy5y1!19sChIJ27CKbpEB2C0RdrPDODMqDfQ?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Kelurahan Kawisanyar,kantor_desa,"4,5",2,,,,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Kawisanyar/data=!4m7!3m6!1s0x2dd8006c611c46cb:0x5a01ceb0e9970fd!8m2!3d-7.1683565!4d112.6372971!16s%2Fg%2F1pzr_qcgz!19sChIJy0YcYWwA2C0R_XCZDuscoAU?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Kelurahan Karangturi,kantor_desa,"4,3",4,,,(031) 3987330,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Karangturi/data=!4m7!3m6!1s0x2dd801f62b77cbf9:0xe6d002f14bb593ec!8m2!3d-7.1562515!4d112.6486271!16s%2Fg%2F11j24_gcwh!19sChIJ-ct3K_YB2C0R7JO1S_EC0OY?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Kelurahan Sidomoro,kantor_desa,"5,0",4,,,,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Sidomoro/data=!4m7!3m6!1s0x2dd80046b0071447:0x46829a7a7a112973!8m2!3d-7.167788!4d112.6500019!16s%2Fg%2F1hm2f6_f3!19sChIJRxQHsEYA2C0RcykRenqagkY?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Kelurahan Tlogopatut,kantor_desa,"3,8",4,,,(031) 3973105,,,,https://www.google.com/maps/place/Kantor+Kelurahan+Tlogopatut/data=!4m7!3m6!1s0x2dd800681d88620b:0xc9f59756d657e679!8m2!3d-7.1630853!4d112.6432114!16s%2Fg%2F1hm4cn1mw!19sChIJC2KIHWgA2C0ReeZX1laX9ck?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kelurahan Sidomukti,kantor_desa,"4,7",6,,,(031) 99103397,,,,https://www.google.com/maps/place/Kelurahan+Sidomukti/data=!4m7!3m6!1s0x2dd80012f9cfec57:0xd9beebbdf41ffbe2!8m2!3d-7.1742359!4d112.6340892!16s%2Fg%2F11b63rn2z4!19sChIJV-zP-RIA2C0R4vsf9L3rvtk?authuser=0&hl=id&rclk=1,2026-07-17 14:45
Kantor Kelurahan Pekauman,kantor_desa,"4,7",3,,,0812-1680-447,https://kelurahanpekauman.gresikkab.go.id/,,,https://www.google.com/maps/place/Kantor+Kelurahan+Pekauman/data=!4m7!3m6!1s0x2dd8005bd3b4fd61:0xaa2fd0c0bcdeaa24!8m2!3d-7.1570487!4d112.6529622!16s%2Fg%2F11b6dz2qll!19sChIJYf2001sA2C0RJKrevMDQL6o?authuser=0&hl=id&rclk=1,2026-07-17 14:45
