nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
MASJID AT TANWIR PDM GRESIK,masjid,"4,6",31,,,,,,,https://www.google.com/maps/place/MASJID+AT+TANWIR+PDM+GRESIK/data=!4m7!3m6!1s0x2e77ff8e628a7b99:0xec97fc80c852e473!8m2!3d-7.1703437!4d112.603615!16s%2Fg%2F11ngcrd6nx!19sChIJmXuKYo7_dy4Rc-RSyID8l-w?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Al Ihsan,masjid,"4,8",465,,,0812-3454-6644,http://linkfly.to/MasjidAlIhsanGesik,,,https://www.google.com/maps/place/Masjid+Al+Ihsan/data=!4m7!3m6!1s0x2dd80069fe762c29:0x637caa3b7bc03e5!8m2!3d-7.1662016!4d112.6435775!16s%2Fg%2F1pzqf9xng!19sChIJKSx2_mkA2C0R5QO8t6PKNwY?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Al-Ikhlas,masjid,"4,7",49,,,,,,,https://www.google.com/maps/place/Masjid+Al-Ikhlas/data=!4m7!3m6!1s0x2dd8007ab9ab1e0f:0x479b1acfeeba0573!8m2!3d-7.1609187!4d112.6306905!16s%2Fg%2F11cs5kz1h4!19sChIJDx6ruXoA2C0RcwW67s8am0c?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Sunan Giri GKA,masjid,"4,9",8,,,,,,,https://www.google.com/maps/place/Masjid+Sunan+Giri+GKA/data=!4m7!3m6!1s0x2e77ffd27f62392f:0xe3231ae4a7417f3f!8m2!3d-7.1592517!4d112.6129907!16s%2Fg%2F11kk362q25!19sChIJLzlif9L_dy4RP39Bp-QaI-M?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Ash-Shadiq,masjid,"3,5",2,,,,,,,https://www.google.com/maps/place/Masjid+Ash-Shadiq/data=!4m7!3m6!1s0x2e77ffe2f7bd793d:0x2174ed00d3a0a27c!8m2!3d-7.1660447!4d112.6125599!16s%2Fg%2F11pd__07xh!19sChIJPXm99-L_dy4RfKKg0wDtdCE?authuser=0&hl=id&rclk=1,2026-07-17 15:25
MASJID MANBAUL FALAH,masjid,"4,8",17,,,,,,,https://www.google.com/maps/place/MASJID+MANBAUL+FALAH/data=!4m7!3m6!1s0x2e77ff19025747d7:0xb43b702bfadb7d94!8m2!3d-7.1553673!4d112.6162824!16s%2Fg%2F11h_6dn2pg!19sChIJ10dXAhn_dy4RlH3b-itwO7Q?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Al-Ishlah,masjid,"4,8",69,,,0813-5717-2929,,,,https://www.google.com/maps/place/Masjid+Al-Ishlah/data=!4m7!3m6!1s0x2e77ffc27ed58a3f:0x2e8cfa2b6921435!8m2!3d-7.173321!4d112.60461!16s%2Fg%2F11b76lns50!19sChIJP4rVfsL_dy4RNRSStqLP6AI?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Hidayatullah,masjid,"4,7",273,,,,,,,https://www.google.com/maps/place/Masjid+Hidayatullah/data=!4m7!3m6!1s0x2dd8005ccede8437:0xd9291505233cfb7a!8m2!3d-7.1617775!4d112.6509637!16s%2Fg%2F1pzts4zqz!19sChIJN4TezlwA2C0Revs8IwUVKdk?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Nurul Jannah Petrokimia Gresik,masjid,"4,8",158,,,,,,,https://www.google.com/maps/place/Masjid+Nurul+Jannah+Petrokimia+Gresik/data=!4m7!3m6!1s0x2dd8018b76da0465:0x4d3def04c9a40478!8m2!3d-7.1590101!4d112.6423448!16s%2Fg%2F11st_hrph1!19sChIJZQTadosB2C0ReASkyQTvPU0?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Al Inabah,masjid,"4,5",37,,,,,,,https://www.google.com/maps/place/Masjid+Al+Inabah/data=!4m7!3m6!1s0x2e77ffc174860d1d:0x27235d7d95163d94!8m2!3d-7.1708258!4d112.6006026!16s%2Fg%2F11cs69d8k7!19sChIJHQ2GdMH_dy4RlD0WlX1dIyc?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Generasi Pemenang,masjid,,,,,,,,,https://www.google.com/maps/place/Masjid+Generasi+Pemenang/data=!4m7!3m6!1s0x2dd801001d94467f:0x77fb4b76f20b8d6d!8m2!3d-7.1729036!4d112.6360869!16s%2Fg%2F11xh2r8fd2!19sChIJf0aUHQAB2C0RbY0L8nZL-3c?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Makam Sunan Giri,masjid,"4,6",1623,,,,,,,https://www.google.com/maps/place/Makam+Sunan+Giri/data=!4m7!3m6!1s0x2e77ffe3ffffffff:0xafe5c997089beb4!8m2!3d-7.1689001!4d112.6310195!16s%2Fg%2F11fqyrgnvl!19sChIJ_____-P_dy4RtL6JcJlc_go?authuser=0&hl=id&rclk=1,2026-07-17 15:25
Masjid Baiturrahman,masjid,"4,7",3,,,,,,,https://www.google.com/maps/place/Masjid+Baiturrahman/data=!4m7!3m6!1s0x2dd8013dc5130cc3:0xd0268119892fbaaa!8m2!3d-7.1647415!4d112.6294297!16s%2Fg%2F11vbpcsbtw!19sChIJwwwTxT0B2C0RqroviRmBJtA?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Maslakul Hidayah,masjid,"4,8",70,,,,,,,https://www.google.com/maps/place/Masjid+Maslakul+Hidayah/data=!4m7!3m6!1s0x2dd8005d2d7caa87:0x5f8b613f5b2420da!8m2!3d-7.1607451!4d112.6458456!16s%2Fg%2F1pzs5kc4k!19sChIJh6p8LV0A2C0R2iAkWz9hi18?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Wisata Religi Sunan Giri,masjid,"4,8",2047,,,,,,,https://www.google.com/maps/place/Wisata+Religi+Sunan+Giri/data=!4m7!3m6!1s0x2dd8007290389381:0xbb54957043dd4d1c!8m2!3d-7.169093!4d112.6309703!16s%2Fg%2F11c548_njf!19sChIJgZM4kHIA2C0RHE3dQ3CVVLs?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Baiturrahman Kodim 0817,masjid,"4,8",22,,,,,,,https://www.google.com/maps/place/Masjid+Baiturrahman+Kodim+0817/data=!4m7!3m6!1s0x2dd8006bcc114519:0x825e25249b26f54f!8m2!3d-7.1674885!4d112.640417!16s%2Fg%2F11b6ggt9xt!19sChIJGUURzGsA2C0RT_UmmyQlXoI?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid NURUL ISLAH,masjid,"4,9",57,,,,,,,https://www.google.com/maps/place/Masjid+NURUL+ISLAH/data=!4m7!3m6!1s0x2dd8019e571055e3:0xdebfc35e6731beed!8m2!3d-7.1618251!4d112.6257868!16s%2Fg%2F11kbp7nh3q!19sChIJ41UQV54B2C0R7b4xZ17Dv94?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Parkir Atas Masjid/Makam Sunan Giri,masjid,"4,3",12,,,,,,,https://www.google.com/maps/place/Parkir+Atas+Masjid%2FMakam+Sunan+Giri/data=!4m7!3m6!1s0x2dd80100007dd755:0xe13891583d2e1aba!8m2!3d-7.1687444!4d112.6313716!16s%2Fg%2F11w28zk4bp!19sChIJVdd9AAAB2C0RuhouPViROOE?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Daarut Tauhid,masjid,"4,6",42,,,,http://www.daaruttauhiid.org/,,,https://www.google.com/maps/place/Masjid+Daarut+Tauhid/data=!4m7!3m6!1s0x2dd800404a2f3ddd:0xb5ced783a9986aa9!8m2!3d-7.1691516!4d112.6453395!16s%2Fg%2F11c0rr4tnd!19sChIJ3T0vSkAA2C0RqWqYqYPXzrU?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Nurul Islam,masjid,"4,9",147,,,,,,,https://www.google.com/maps/place/Masjid+Nurul+Islam/data=!4m7!3m6!1s0x2dd801463c9e795f:0x303d7fe845a0d9d9!8m2!3d-7.1905091!4d112.6466489!16s%2Fg%2F11tsp38621!19sChIJX3mePEYB2C0R2dmgReh_PTA?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid جنة التائبين,masjid,"5,0",1,,,,,,,https://www.google.com/maps/place/Masjid+%D8%AC%D9%86%D8%A9+%D8%A7%D9%84%D8%AA%D8%A7%D8%A6%D8%A8%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x2dd8014bb7358d79:0x325060b752034914!8m2!3d-7.1734715!4d112.638099!16s%2Fg%2F11gn1lj6rk!19sChIJeY01t0sB2C0RFEkDUrdgUDI?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Nurul Iman,masjid,"5,0",1,,,0812-9100-1878,,,,https://www.google.com/maps/place/Masjid+Nurul+Iman/data=!4m7!3m6!1s0x2dd8016390fa20d9:0x4750c419240cb935!8m2!3d-7.164475!4d112.6312275!16s%2Fg%2F11srg_d_4c!19sChIJ2SD6kGMB2C0RNbkMJBnEUEc?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Parkir masjid besar ainul yaqin Sunan giri,masjid,,,,,0812-3236-898,,,,https://www.google.com/maps/place/Parkir+masjid+besar+ainul+yaqin+Sunan+giri/data=!4m7!3m6!1s0x2dd8010071c1ed4f:0xfccae9ac6f88c8fc!8m2!3d-7.1692755!4d112.636248!16s%2Fg%2F11xyvrk5qh!19sChIJT-3BcQAB2C0R_MiIb6zpyvw?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Al-Amin,masjid,"4,8",91,,,,,,,https://www.google.com/maps/place/Masjid+Al-Amin/data=!4m7!3m6!1s0x2dd801643609ccfd:0x9f9d0c69dd15048!8m2!3d-7.1682479!4d112.6589312!16s%2Fg%2F11kqb4pq2x!19sChIJ_cwJNmQB2C0RSFDRncbQ-Qk?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid At-Taqwa,masjid,"4,8",33,,,,https://www.facebook.com/masjid.attaqa,,,https://www.google.com/maps/place/Masjid+At-Taqwa/data=!4m7!3m6!1s0x2dd800398acc4efd:0xe774e73b43d3bb6e!8m2!3d-7.1760604!4d112.6541938!16s%2Fg%2F11g8b5b1x4!19sChIJ_U7MijkA2C0RbrvTQzvndOc?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Makam Sunan Gresik (Malik Ibrahim),masjid,"4,8",2677,,,,,,,https://www.google.com/maps/place/Makam+Sunan+Gresik+%28Malik+Ibrahim%29/data=!4m7!3m6!1s0x2dd800501a9cbefd:0x4e40186b9c94bede!8m2!3d-7.1601188!4d112.6564735!16s%2Fg%2F11c75k3s90!19sChIJ_b6cGlAA2C0R3r6UnGsYQE4?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Miftahul Falah,masjid,"4,8",6,,,,,,,https://www.google.com/maps/place/Masjid+Miftahul+Falah/data=!4m7!3m6!1s0x2dd80069595b10cd:0x36161bd17a906bdd!8m2!3d-7.1663714!4d112.6387551!16s%2Fg%2F11btm2f18h!19sChIJzRBbWWkA2C0R3WuQetEbFjY?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Sayyidina abu bakar,masjid,"5,0",4,,,,,,,https://www.google.com/maps/place/Masjid+Sayyidina+abu+bakar/data=!4m7!3m6!1s0x2dd80071026131d5:0xa149ef530231c178!8m2!3d-7.1647808!4d112.6282666!16s%2Fg%2F11f4rf08dq!19sChIJ1TFhAnEA2C0ReMExAlPvSaE?authuser=0&hl=id&rclk=1,2026-07-17 15:26
Masjid Al Istiqomah,masjid,"4,8",41,,,(031) 3979607,,,,https://www.google.com/maps/place/Masjid+Al+Istiqomah/data=!4m7!3m6!1s0x2dd800437d3df69b:0x470225bcc306b40a!8m2!3d-7.1630654!4d112.6495624!16s%2Fg%2F11b6gmb1_q!19sChIJm_Y9fUMA2C0RCrQGw7wlAkc?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Miftahul Huda,masjid,"5,0",22,,,,,,,https://www.google.com/maps/place/Masjid+Miftahul+Huda/data=!4m7!3m6!1s0x2dd80068345507cb:0x9636d4eccbbe21b8!8m2!3d-7.1636411!4d112.6423763!16s%2Fg%2F1hm6d55p1!19sChIJywdVNGgA2C0RuCG-y-zUNpY?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid AL-ISHLAH,masjid,"4,9",18,,,,http://www.youtube.com/@masjid_al-ishlah_Gresik?si=0Mb-x-b6l8_Whn1k,,,https://www.google.com/maps/place/Masjid+AL-ISHLAH/data=!4m7!3m6!1s0x2dd8011a14bfd46b:0xf856c35899d414f7!8m2!3d-7.1665144!4d112.647486!16s%2Fg%2F11t_thtfp4!19sChIJa9S_FBoB2C0R9xTUmVjDVvg?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Musholla Miftahul Huda,masjid,"5,0",3,,,,,,,https://www.google.com/maps/place/Musholla+Miftahul+Huda/data=!4m7!3m6!1s0x2dd8011deee8458f:0x8c3e243b3890e7a4!8m2!3d-7.1713627!4d112.6291065!16s%2Fg%2F11fph3jbhw!19sChIJj0Xo7h0B2C0RpOeQODskPow?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Roudhotul Jannah Putat wetan,masjid,"5,0",3,,,,,,,https://www.google.com/maps/place/Masjid+Roudhotul+Jannah+Putat+wetan/data=!4m7!3m6!1s0x2dd8012dde1337e5:0xb6972fc1c1431258!8m2!3d-7.1658368!4d112.6344958!16s%2Fg%2F11v5fv1yyg!19sChIJ5TcT3i0B2C0RWBJDwcEvl7Y?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Musholla Baitul Muttaqin,masjid,"4,8",6,,,,,,,https://www.google.com/maps/place/Musholla+Baitul+Muttaqin/data=!4m7!3m6!1s0x2dd8016e8e97d10f:0xcb0b04d54c9a814e!8m2!3d-7.1686163!4d112.6390534!16s%2Fg%2F11h524zyl0!19sChIJD9GXjm4B2C0RToGaTNUEC8s?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Jami' Al-Kautsar Indro,masjid,"4,8",40,,,,,,,https://www.google.com/maps/place/Masjid+Jami%27+Al-Kautsar+Indro/data=!4m7!3m6!1s0x2dd80104b9c17c79:0x691f5a190849796!8m2!3d-7.1782945!4d112.6626046!16s%2Fg%2F11ssb2bhjr!19sChIJeXzBuQQB2C0RlpeEkKH1kQY?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Musholla Perum Grand Sungkono Gresik,masjid,,,,,,,,,https://www.google.com/maps/place/Musholla+Perum+Grand+Sungkono+Gresik/data=!4m7!3m6!1s0x2dd8000b82e7595f:0x8e6bb5e23ae4d4c4!8m2!3d-7.1748427!4d112.6255151!16s%2Fg%2F11cjpc4vp5!19sChIJX1nnggsA2C0RxNTkOuK1a44?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Sayyid abdul rahman,masjid,"5,0",1,,,,,,,https://www.google.com/maps/place/Masjid+Sayyid+abdul+rahman/data=!4m7!3m6!1s0x2dd801994c7d6821:0xdc120bf249795425!8m2!3d-7.1754008!4d112.640882!16s%2Fg%2F11vdvfzyj8!19sChIJIWh9TJkB2C0RJVR5SfILEtw?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Situs Giri Kedaton & Makam Raden Supeno,masjid,"4,6",953,,,,,,,https://www.google.com/maps/place/Situs+Giri+Kedaton+%26+Makam+Raden+Supeno/data=!4m7!3m6!1s0x2dd80012c2d38dd5:0x9707522228727981!8m2!3d-7.1727124!4d112.6327724!16s%2Fg%2F11b6ghtx3c!19sChIJ1Y3TwhIA2C0RgXlyKCJSB5c?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Annur,masjid,"4,7",25,,,0812-1693-555,http://www.jaringmas.com/,,,https://www.google.com/maps/place/Masjid+Annur/data=!4m7!3m6!1s0x2dd8004fcf8c91a9:0x95f4ea191ab7e8b8!8m2!3d-7.1614314!4d112.6577938!16s%2Fg%2F11bw71gtyp!19sChIJqZGMz08A2C0RuOi3Ghnq9JU?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Al - Hasanah,masjid,"4,9",22,,,,,,,https://www.google.com/maps/place/Masjid+Al+-+Hasanah/data=!4m7!3m6!1s0x2dd80045ceb68fb5:0x8d86cae30a474703!8m2!3d-7.165027!4d112.653093!16s%2Fg%2F11b6q72bj9!19sChIJtY-2zkUA2C0RA0dHCuPKho0?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Masjid Roudlotul Jannah,masjid,"4,6",32,,,,,,,https://www.google.com/maps/place/Masjid+Roudlotul+Jannah/data=!4m7!3m6!1s0x2dd8005ff5eaf361:0x5994aab30c5b2df7!8m2!3d-7.1503921!4d112.6448815!16s%2Fg%2F11b6g8l_6m!19sChIJYfPq9V8A2C0R9y1bDLOqlFk?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Lontong Kupang Depan Masjid Jami',masjid,"2,0",3,,,,,,,,2026-07-17 15:27
Kantor DMI Gresik,masjid,"5,0",5,,,,,,,,2026-07-17 15:27
Musholla Al-Jihad Giri Gajah,masjid,"5,0",1,,,0851-1706-5517,,,,https://www.google.com/maps/place/Musholla+Al-Jihad+Giri+Gajah/data=!4m7!3m6!1s0x2dd801e254182c15:0x5b6cda80cb113503!8m2!3d-7.1701858!4d112.632414!16s%2Fg%2F11yzwb57bb!19sChIJFSwYVOIB2C0RAzURy4DabFs?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Mushola Al Ikhlas,masjid,"4,5",24,,,,,,,https://www.google.com/maps/place/Mushola+Al+Ikhlas/data=!4m7!3m6!1s0x2dd8006d4dde972d:0xac238065c32ed6cd!8m2!3d-7.1717343!4d112.6326379!16s%2Fg%2F11dymb9fr1!19sChIJLZfeTW0A2C0RzdYuw2WAI6w?authuser=0&hl=id&rclk=1,2026-07-17 15:27
Musholla Sabilul Muttaqin Kajen,masjid,"5,0",3,,,,,,,https://www.google.com/maps/place/Musholla+Sabilul+Muttaqin+Kajen/data=!4m7!3m6!1s0x2dd801d96363a1ad:0xd8d86f2c090b1f5a!8m2!3d-7.1711878!4d112.6314172!16s%2Fg%2F11rf02v336!19sChIJraFjY9kB2C0RWh8LCSxv2Ng?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Al Hijrah,masjid,"4,8",4,,,,,,,https://www.google.com/maps/place/Musholla+Al+Hijrah/data=!4m7!3m6!1s0x2dd8006d67e2875d:0x15c8f845ff985b31!8m2!3d-7.1706801!4d112.6323653!16s%2Fg%2F11b6gbwgn2!19sChIJXYfiZ20A2C0RMVuY_0X4yBU?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Darussalam,masjid,"5,0",2,,,,,,,https://www.google.com/maps/place/Musholla+Darussalam/data=!4m7!3m6!1s0x2dd801a5bea8a065:0x684f95836e8680e2!8m2!3d-7.1710522!4d112.6330779!16s%2Fg%2F11h73d355z!19sChIJZaCovqUB2C0R4oCGboOVT2g?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla كٜاڠ ١٣,masjid,"5,0",1,,,,,,,https://www.google.com/maps/place/Musholla+%D9%83%D9%9C%D8%A7%DA%A0+%D9%A1%D9%A3%E2%80%AD/data=!4m7!3m6!1s0x2dd801be13400651:0x5965de1c9c5e1c58!8m2!3d-7.1728613!4d112.6341899!16s%2Fg%2F11gw32zdm0!19sChIJUQZAE74B2C0RWBxenBzeZVk?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Miftahul Faizin,masjid,"4,8",4,,,,,,,https://www.google.com/maps/place/Musholla+Miftahul+Faizin/data=!4m7!3m6!1s0x2dd8006d2effb661:0x8b603505d124591!8m2!3d-7.1714471!4d112.6344465!16s%2Fg%2F11fzwgyyw_!19sChIJYbb_Lm0A2C0RkUUSXVADtgg?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla K.M.Muhdi,masjid,"5,0",2,,,,,,,https://www.google.com/maps/place/Musholla+K.M.Muhdi/data=!4m7!3m6!1s0x2dd8018065596d25:0x5de6e86ab994f129!8m2!3d-7.1706307!4d112.631889!16s%2Fg%2F11j0slj35s!19sChIJJW1ZZYAB2C0RKfGUuWro5l0?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Al Wahab Giri,masjid,"5,0",3,,,,,,,https://www.google.com/maps/place/Musholla+Al+Wahab+Giri/data=!4m7!3m6!1s0x2dd801af19da474b:0xbd3eab091db2dde8!8m2!3d-7.1706558!4d112.6310271!16s%2Fg%2F11hf23wg8s!19sChIJS0faGa8B2C0R6N2yHQmrPr0?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Baiturrochim sidomukti,masjid,"5,0",1,,,,,,,https://www.google.com/maps/place/Musholla+Baiturrochim+sidomukti/data=!4m7!3m6!1s0x2dd8011ada9f7b53:0x4bd71ffbcbd608f6!8m2!3d-7.171959!4d112.6344214!16s%2Fg%2F11fphbt6fw!19sChIJU3uf2hoB2C0R9gjWy_sf10s?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Baitul Mukhlasin,masjid,"5,0",2,,,,,,,https://www.google.com/maps/place/Musholla+Baitul+Mukhlasin/data=!4m7!3m6!1s0x2dd80174d8d90b81:0xa87aee6c711a5e19!8m2!3d-7.175288!4d112.6335543!16s%2Fg%2F11h898mpj0!19sChIJgQvZ2HQB2C0RGV4acWzueqg?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Roudhotul Mutta'alimin,masjid,"5,0",1,,,,,,,https://www.google.com/maps/place/Musholla+Roudhotul+Mutta%27alimin/data=!4m7!3m6!1s0x2dd801e5531c252f:0xca523a20bf8b8e5c!8m2!3d-7.1740877!4d112.6337782!16s%2Fg%2F11h9h30jgm!19sChIJLyUcU-UB2C0RXI6LvyA6Uso?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Mbah Dekah,masjid,"5,0",6,,,0822-3453-6040,,,,https://www.google.com/maps/place/Musholla+Mbah+Dekah/data=!4m7!3m6!1s0x2dd801093ea8388f:0xc4589d65a3345ad1!8m2!3d-7.1691409!4d112.6298253!16s%2Fg%2F11fct48dxh!19sChIJjzioPgkB2C0R0Vo0o2WdWMQ?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla mambaul ikhsan Sidomukti,masjid,"5,0",2,,,,,,,https://www.google.com/maps/place/Musholla+mambaul+ikhsan+Sidomukti/data=!4m7!3m6!1s0x2dd80199a1d033b7:0xb032545343455329!8m2!3d-7.1740782!4d112.6332917!16s%2Fg%2F11h9h304dl!19sChIJtzPQoZkB2C0RKVNFQ1NUMrA?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Al-Kautsar,masjid,"2,2",6,,,,,,,https://www.google.com/maps/place/Musholla+Al-Kautsar/data=!4m7!3m6!1s0x2dd80187dbdb2dd3:0x96b02564ab1ff242!8m2!3d-7.1764257!4d112.6338751!16s%2Fg%2F11t_g_yzcl!19sChIJ0y3b24cB2C0RQvIfq2QlsJY?authuser=0&hl=id&rclk=1,2026-07-17 15:28
Musholla Kramat Rahayu,masjid,"5,0",7,,,,,,,https://www.google.com/maps/place/Musholla+Kramat+Rahayu/data=!4m7!3m6!1s0x2dd80073b5eacef5:0x2aa1da17f456531e!8m2!3d-7.168799!4d112.6286478!16s%2Fg%2F11b86ks1cj!19sChIJ9c7qtXMA2C0RHlNW9BfaoSo?authuser=0&hl=id&rclk=1,2026-07-17 15:28
