nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Apotek Banjar Baru,apotek,"4,5",,,,(031) 3957233,,,,https://www.google.com/maps/place/Apotek+Banjar+Baru/data=!4m7!3m6!1s0x2e77fe28c1297625:0xdba7bbdfc4ee0621!8m2!3d-7.1442176!4d112.6149989!16s%2Fg%2F1pzrxn8rn!19sChIJJXYpwSj-dy4RIQbuxN-7p9s?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Apotek Sunan Perapen,apotek,"4,8",49,,,0882-1000-6800,,,,https://www.google.com/maps/place/Apotek+Sunan+Perapen/data=!4m7!3m6!1s0x2dd800592fa41575:0x58292be1aa40fc5c!8m2!3d-7.1539218!4d112.6503825!16s%2Fg%2F11b6dz0mjh!19sChIJdRWkL1kA2C0RXPxAquErKVg?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Pemutih Badan Tiens,apotek,,,,,0813-3492-4934,,,,https://www.google.com/maps/place/Pemutih+Badan+Tiens/data=!4m7!3m6!1s0x2e77ff99511dae61:0xfee570a2cfde4236!8m2!3d-7.1586359!4d112.6182309!16s%2Fg%2F11h9n5_8p1!19sChIJYa4dUZn_dy4RNkLez6Jw5f4?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Apotik Bhirawa Anoraga,apotek,"3,9",54,,,(031) 3981551,,,,https://www.google.com/maps/place/Apotik+Bhirawa+Anoraga/data=!4m7!3m6!1s0x2dd8005eabb7591d:0x61b8f2b72618c7!8m2!3d-7.1558019!4d112.6494141!16s%2Fg%2F1hd_s2yzh!19sChIJHVm3q14A2C0Rxxgmt_K4YQA?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek K-24 GKB Gresik,apotek,"4,5",86,,,0811-324-243,https://www.apotek-k24.com/location/detail/669/K-24-GKB,,,https://www.google.com/maps/place/Apotek+K-24+GKB+Gresik/data=!4m7!3m6!1s0x2e77ffd47be13745:0x5880f5e5863e39ea!8m2!3d-7.1402775!4d112.6166328!16s%2Fg%2F11hz127q25!19sChIJRTfhe9T_dy4R6jk-huX1gFg?authuser=0&hl=id&rclk=1,2026-07-17 15:21
M-PET CLINIC. PET SHOP. PET HOTEL. PET GROOMING (klinik drh. Rika rahmawati /docan),apotek,"4,7",108,,,0852-3689-8916,http://bit.ly/hallodok,,,https://www.google.com/maps/place/M-PET+CLINIC.+PET+SHOP.+PET+HOTEL.+PET+GROOMING+%28klinik+drh.+Rika+rahmawati+%2Fdocan%29/data=!4m7!3m6!1s0x2dd8019033cbca19:0x226bdf83f2f7d731!8m2!3d-7.1689793!4d112.6172262!16s%2Fg%2F11hzp1ys4g!19sChIJGcrLM5AB2C0RMdf38oPfayI?authuser=0&hl=id&rclk=1,2026-07-17 15:21
BSC Farmasia,apotek,"3,6",14,,,(031) 3980033,,,,https://www.google.com/maps/place/BSC+Farmasia/data=!4m7!3m6!1s0x2dd8006cd87dba39:0xd2d8825fdfa03fc7!8m2!3d-7.1712144!4d112.6347575!16s%2Fg%2F11b6d5tp7j!19sChIJObp92GwA2C0Rxz-g31-C2NI?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek K-24 Gubernur Suryo Gresik,apotek,"4,4",30,,,0882-2244-4424,https://www.apotek-k24.com/location/detail/351/K-24-GUBERNUR-SURYO,,,https://www.google.com/maps/place/Apotek+K-24+Gubernur+Suryo+Gresik/data=!4m7!3m6!1s0x2dd80058c4670715:0x7736e50a71a0f203!8m2!3d-7.1527873!4d112.650713!16s%2Fg%2F11b6dhl80s!19sChIJFQdnxFgA2C0RA_KgcQrlNnc?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek ZamZam,apotek,"4,4",44,,,0851-0094-3749,,,,https://www.google.com/maps/place/Apotek+ZamZam/data=!4m7!3m6!1s0x2dd80050be527671:0x3cafeaac5df4e74f!8m2!3d-7.1568188!4d112.6574021!16s%2Fg%2F1pzrfpfh4!19sChIJcXZSvlAA2C0RT-f0Xazqrzw?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek Eling,apotek,"4,6",29,,,0851-0086-4288,,,,https://www.google.com/maps/place/Apotek+Eling/data=!4m7!3m6!1s0x2e77fe26310583f5:0xcf131dce591c2ea7!8m2!3d-7.1480208!4d112.6097399!16s%2Fg%2F11c5gcqtll!19sChIJ9YMFMSb-dy4Rpy4cWc4dE88?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Tiens Kota Gresik,apotek,,,,,,,,,https://www.google.com/maps/place/Tiens+Kota+Gresik/data=!4m7!3m6!1s0x2e77ff2817474dab:0xfddb74a3e5c82fa7!8m2!3d-7.1525431!4d112.6124074!16s%2Fg%2F11fsmbzyg9!19sChIJq01HFyj_dy4Rpy_I5aN02_0?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek Klinik Satelit Kalimantan,apotek,"3,0",34,,,,,,,https://www.google.com/maps/place/Apotek+Klinik+Satelit+Kalimantan/data=!4m7!3m6!1s0x2dd80179db1c08e1:0x7b2cc2f8a0c6a8b9!8m2!3d-7.1379009!4d112.6168277!16s%2Fg%2F11r7tppps9!19sChIJ4Qgc23kB2C0RuajGoPjCLHs?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Yayasan Kesehatan Jiwa Aditama,apotek,,,,,(031) 3951238,,,,https://www.google.com/maps/place/Yayasan+Kesehatan+Jiwa+Aditama/data=!4m7!3m6!1s0x2dd80079eafccf79:0x63e70b6d6ed50613!8m2!3d-7.1612574!4d112.6245055!16s%2Fg%2F1pzprnzny!19sChIJec_86nkA2C0REwbVbm0L52M?authuser=0&hl=id&rclk=1,2026-07-17 15:21
APOTEK CIQU,apotek,"4,9",31,,,0822-2930-8481,,,,https://www.google.com/maps/place/APOTEK+CIQU/data=!4m7!3m6!1s0x2dd80100453684e1:0x7663070ff42ea173!8m2!3d-7.1579606!4d112.655095!16s%2Fg%2F11wwqg4bbw!19sChIJ4YQ2RQAB2C0Rc6Eu9A8HY3Y?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotik Jasa Medika,apotek,"4,9",8,,,(031) 3987556,,,,https://www.google.com/maps/place/Apotik+Jasa+Medika/data=!4m7!3m6!1s0x2dd8004794aeaa05:0x11e48481754b4064!8m2!3d-7.1700138!4d112.6541945!16s%2Fg%2F1hc4l_v0z!19sChIJBaqulEcA2C0RZEBLdYGE5BE?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek Pangsud Gresik,apotek,"4,3",4,,,(031) 3972312,,,,https://www.google.com/maps/place/Apotek+Pangsud+Gresik/data=!4m7!3m6!1s0x2dd800463e81be55:0x94b7e37d87d1105c!8m2!3d-7.1660212!4d112.6545169!16s%2Fg%2F1pzrwrw2g!19sChIJVb6BPkYA2C0RXBDRh33jt5Q?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Watsons Gress Mall Gresik,apotek,"4,4",44,,,0819-9300-0930,http://www.watsons.co.id/,,,https://www.google.com/maps/place/Watsons+Gress+Mall+Gresik/data=!4m7!3m6!1s0x2e77ffdb5a9bd8cf:0xfb8074e73c10b191!8m2!3d-7.1579007!4d112.6159975!16s%2Fg%2F11h3dq7bfn!19sChIJz9ibWtv_dy4RkbEQPOd0gPs?authuser=0&hl=id&rclk=1,2026-07-17 15:21
Apotek Samanhudi,apotek,"4,4",16,,,(031) 99104630,,,,https://www.google.com/maps/place/Apotek+Samanhudi/data=!4m7!3m6!1s0x2dd8005854471161:0xdbcba5a0345e9667!8m2!3d-7.153199!4d112.652801!16s%2Fg%2F1hm5gfbnp!19sChIJYRFHVFgA2C0RZ5ZeNKCly9s?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Kimia Farma Sukomulyo,apotek,"4,7",60,,,0821-3981-0709,http://kimiafarmaapotek.co.id/,,,https://www.google.com/maps/place/Apotek+Kimia+Farma+Sukomulyo/data=!4m7!3m6!1s0x2e77ffa63a544f33:0x4ef5a8dba5254e80!8m2!3d-7.1370602!4d112.6170998!16s%2Fg%2F11pbmwnq_m!19sChIJM09UOqb_dy4RgE4lpduo9U4?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Jagung Suprapto,apotek,"4,0",9,,,(031) 3971403,,,,https://www.google.com/maps/place/Apotek+Jagung+Suprapto/data=!4m7!3m6!1s0x2dd80044b18156e3:0x3e12d789652b5aef!8m2!3d-7.1614552!4d112.6512274!16s%2Fg%2F1pzr2k27p!19sChIJ41aBsUQA2C0R71orZYnXEj4?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Cipta Medika1,apotek,"4,7",3,,,(031) 3954446,http://ciptamedika.co.id/index.php/klinik-kesehatan/cmedika-gkb/,,,https://www.google.com/maps/place/Apotek+Cipta+Medika1/data=!4m7!3m6!1s0x2e77fe2859c3a4ff:0x80f77a6b3892a1a4!8m2!3d-7.1444927!4d112.6172009!16s%2Fg%2F11ggr7tbqh!19sChIJ_6TDWSj-dy4RpKGSOGt694A?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Fathan Farma,apotek,"4,6",7,,,0857-3045-1769,,,,https://www.google.com/maps/place/Fathan+Farma/data=!4m7!3m6!1s0x2e77fe3149907d7f:0x87bfee9d88499804!8m2!3d-7.1472945!4d112.6024869!16s%2Fg%2F11b6syt0nb!19sChIJf32QSTH-dy4RBJhJiJ3uv4c?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Vina Farma,apotek,"2,3",6,,,,,,,https://www.google.com/maps/place/Apotek+Vina+Farma/data=!4m7!3m6!1s0x2dd801beb12578d7:0x68ba7efe173420e6!8m2!3d-7.1680681!4d112.6374997!16s%2Fg%2F11l29gwf4w!19sChIJ13glsb4B2C0R5iA0F_5-umg?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek satria Bhirawa,apotek,"5,0",2,,,0813-3040-9255,,,,https://www.google.com/maps/place/Apotek+satria+Bhirawa/data=!4m7!3m6!1s0x2dd801eb96735899:0x6a22ba238d542604!8m2!3d-7.1600091!4d112.6470918!16s%2Fg%2F11m_jgp3bm!19sChIJmVhzlusB2C0RBCZUjSO6Imo?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Sukomulyo,apotek,"4,3",13,,,(031) 3952895,,,,https://www.google.com/maps/place/Apotek+Sukomulyo/data=!4m7!3m6!1s0x2e77fe2201f5eca7:0x27064db7a5c5224f!8m2!3d-7.1329667!4d112.613992!16s%2Fg%2F1hm26ztv9!19sChIJp-z1ASL-dy4RTyLFpbdNBic?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Tiens.Internasional,apotek,"5,0",1,,,,,,,https://www.google.com/maps/place/Tiens.Internasional/data=!4m7!3m6!1s0x2dd801554fbdc0f3:0xa088a898b3882bf5!8m2!3d-7.1601169!4d112.6347471!16s%2Fg%2F11ft0_bl8f!19sChIJ88C9T1UB2C0R9SuIs5ioiKA?authuser=0&hl=id&rclk=1,2026-07-17 15:22
GUARDIAN - Gress Mall Gresik,apotek,"3,8",39,,,0851-1141-6608,https://guardianindonesia.co.id/,,,https://www.google.com/maps/place/GUARDIAN+-+Gress+Mall+Gresik/data=!4m7!3m6!1s0x2e77ff2ca506a347:0x15819913c96cb1e1!8m2!3d-7.1577736!4d112.6161548!16s%2Fg%2F11hdz9yfm9!19sChIJR6MGpSz_dy4R4bFsyROZgRU?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Semen Gresik Veteran,apotek,"2,7",14,,,,,,,https://www.google.com/maps/place/Apotek+Semen+Gresik+Veteran/data=!4m7!3m6!1s0x2dd80163730de5bb:0x9903910817a5965!8m2!3d-7.1801909!4d112.6496236!16s%2Fg%2F11gxgtzsz4!19sChIJu-UNc2MB2C0RZVl6gRA5kAk?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Dian Sejahtera,apotek,"4,1",10,,,(031) 3974179,,,,https://www.google.com/maps/place/Apotek+Dian+Sejahtera/data=!4m7!3m6!1s0x2dd80045410b8cf5:0x396993c7bcc95d8e!8m2!3d-7.1618125!4d112.6544341!16s%2Fg%2F11b6dwlmtp!19sChIJ9YwLQUUA2C0Rjl3JvMeTaTk?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Kimia Farma Usman Sadar,apotek,"4,7",31,,,0895-6222-73949,http://kimiafarmaapotek.co.id/,,,https://www.google.com/maps/place/Apotek+Kimia+Farma+Usman+Sadar/data=!4m7!3m6!1s0x2dd8005c054fb54d:0xf682ad4c312f27fc!8m2!3d-7.1566761!4d112.6489251!16s%2Fg%2F11g6bk79w7!19sChIJTbVPBVwA2C0R_CcvMUytgvY?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Klinik RS Semen Gresik Veteran,apotek,"4,8",484,,,(031) 3987840,,,,https://www.google.com/maps/place/Klinik+RS+Semen+Gresik+Veteran/data=!4m7!3m6!1s0x2dd80041aa7a9841:0x5a179b2f9d021266!8m2!3d-7.180137!4d112.6497477!16s%2Fg%2F11bc7qcl7r!19sChIJQZh6qkEA2C0RZhICnS-bF1o?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Apotek Mida Farma PPS,apotek,"5,0",6,,,0878-8687-4543,,,,https://www.google.com/maps/place/Apotek+Mida+Farma+PPS/data=!4m7!3m6!1s0x2e77ff002550743f:0x1a088d7ac798e5d!8m2!3d-7.1517406!4d112.5969023!16s%2Fg%2F11yjg0lxmz!19sChIJP3RQJQD_dy4RXY55rNeIoAE?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Kopkar Sinar Giri,apotek,,,,,(031) 3988770,,,,https://www.google.com/maps/place/Kopkar+Sinar+Giri/data=!4m7!3m6!1s0x2dd8005751641389:0x66d9712ed48535fa!8m2!3d-7.1550856!4d112.6560735!16s%2Fg%2F1hc4pfz2l!19sChIJiRNkUVcA2C0R-jWF1C5x2WY?authuser=0&hl=id&rclk=1,2026-07-17 15:22
Klinik PPK I PT Petrokimia Gresik,apotek,"4,3",193,,,0813-3653-9994,https://www.instagram.com/klinik_petrokimiagresik?igsh=MXhoNjlwZG56cXB4OA==,,,https://www.google.com/maps/place/Klinik+PPK+I+PT+Petrokimia+Gresik/data=!4m7!3m6!1s0x2dd800676eecf2c9:0x2fd40ae4f44e1808!8m2!3d-7.1580445!4d112.6416154!16s%2Fg%2F11g6nktgq_!19sChIJyfLsbmcA2C0RCBhO9OQK1C8?authuser=0&hl=id&rclk=1,2026-07-17 15:23
Apotek Waspada,apotek,"4,7",12,,,0822-3256-9277,,,,https://www.google.com/maps/place/Apotek+Waspada/data=!4m7!3m6!1s0x2e77fe289c130ad1:0x27dcc88dffb6806c!8m2!3d-7.1430463!4d112.615834!16s%2Fg%2F11gfkq7_n4!19sChIJ0QoTnCj-dy4RbIC2_43I3Cc?authuser=0&hl=id&rclk=1,2026-07-17 15:23
Apotek 2 Jayamahe,apotek,"5,0",1,,,,,,,https://www.google.com/maps/place/Apotek+2+Jayamahe/data=!4m7!3m6!1s0x2dd800323136e151:0x42c5bc31e01207c1!8m2!3d-7.178442!4d112.6627259!16s%2Fg%2F11fswbrljz!19sChIJUeE2MTIA2C0RwQcS4DG8xUI?authuser=0&hl=id&rclk=1,2026-07-17 15:23
APOTEK MUTIARA SYIFA FARMA 2,apotek,,,,,,,,,https://www.google.com/maps/place/APOTEK+MUTIARA+SYIFA+FARMA+2/data=!4m7!3m6!1s0x2dd8010012ca38cb:0xcdbc29c774819520!8m2!3d-7.1767377!4d112.6629747!16s%2Fg%2F11y2mkk86q!19sChIJyzjKEgAB2C0RIJWBdMcpvM0?authuser=0&hl=id&rclk=1,2026-07-17 15:23
Apotek Kimia Farma Kartini,apotek,"4,2",154,,,0811-1067-8508,http://kimiafarmaapotek.co.id/,,,https://www.google.com/maps/place/Apotek+Kimia+Farma+Kartini/data=!4m7!3m6!1s0x2dd8006a28f37d2d:0x255eb9dda7ec6d4d!8m2!3d-7.1687497!4d112.6476643!16s%2Fg%2F1hm4n55wt!19sChIJLX3zKGoA2C0RTW3sp925XiU?authuser=0&hl=id&rclk=1,2026-07-17 15:23
Klinik Kimia Farma Kartini Gresik,apotek,"3,9",32,,,(031) 39926271,https://labkimiafarma.co.id/,,,https://www.google.com/maps/place/Klinik+Kimia+Farma+Kartini+Gresik/data=!4m7!3m6!1s0x2dd8018d61da1d4f:0xefae18e4a80882b9!8m2!3d-7.1687304!4d112.6476519!16s%2Fg%2F11lrj_nhjd!19sChIJTx3aYY0B2C0RuYIIqOQYru8?authuser=0&hl=id&rclk=1,2026-07-17 15:23
Apotek Kimia Farma Manyar Gresik,apotek,"4,4",58,,,0811-1067-8510,https://kimiafarmaapotek.co.id/,,,https://www.google.com/maps/place/Apotek+Kimia+Farma+Manyar+Gresik/data=!4m7!3m6!1s0x2e77fe0e6a754751:0x85a0c824a4b0bb11!8m2!3d-7.121803!4d112.603475!16s%2Fg%2F11bz000kf0!19sChIJUUd1ag7-dy4REbuwpCTIoIU?authuser=0&hl=id&rclk=1,2026-07-17 15:23
