nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Bank BRI CRM - KCP GRESIK KOTA,bank,,,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+CRM+-+KCP+GRESIK+KOTA/data=!4m7!3m6!1s0x2dd801c6c8e56531:0xe60b9876add85052!8m2!3d-7.1671198!4d112.6441008!16s%2Fg%2F11sqkhwh92!19sChIJMWXlyMYB2C0RUlDYrXaYC-Y?authuser=0&hl=id&rclk=1,2026-07-17 14:51
Bank BRI ATM - UNIT KEMBANGAN GRESIK,bank,,,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+ATM+-+UNIT+KEMBANGAN+GRESIK/data=!4m7!3m6!1s0x2e77ffd77d680325:0xf40be4d15f977d06!8m2!3d-7.1848505!4d112.6157357!16s%2Fg%2F11pzykffsh!19sChIJJQNofdf_dy4RBn2XX9HkC_Q?authuser=0&hl=id&rclk=1,2026-07-17 14:51
Bank BRI ATM - KAWASAN INDUSTRI GRESIK,bank,,,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+ATM+-+KAWASAN+INDUSTRI+GRESIK/data=!4m7!3m6!1s0x2dd8010c64b28ef9:0x5347385dccc16da8!8m2!3d-7.158676!4d112.635771!16s%2Fg%2F11pzyjkxp0!19sChIJ-Y6yZAwB2C0RqG3BzF04R1M?authuser=0&hl=id&rclk=1,2026-07-17 14:51
Bank BRI ATM - ICON MALL GRESIK,bank,,,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+ATM+-+ICON+MALL+GRESIK/data=!4m7!3m6!1s0x2e77ff940cb5a1a5:0x3fd065f97e2e8686!8m2!3d-7.166593!4d112.601615!16s%2Fg%2F11sqkjjxs7!19sChIJpaG1DJT_dy4RhoYufvll0D8?authuser=0&hl=id&rclk=1,2026-07-17 14:51
Bank BRI CRM - UNIT MULTI PLAZA,bank,,,,,1 500 017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+CRM+-+UNIT+MULTI+PLAZA/data=!4m7!3m6!1s0x2dd8011b5fe05275:0x6a40d1529b6ca01f!8m2!3d-7.151423!4d112.649426!16s%2Fg%2F11sqkjl3ws!19sChIJdVLgXxsB2C0RH6Bsm1LRQGo?authuser=0&hl=id&rclk=1,2026-07-17 14:51
Bank BRI ATM - UNIT BRI KARTINI,bank,,,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+ATM+-+UNIT+BRI+KARTINI/data=!4m7!3m6!1s0x2dd801a5a5b89f4f:0x1a91b27c3e302dc!8m2!3d-7.1638335!4d112.6421101!16s%2Fg%2F11rqz2dfyq!19sChIJT5-4paUB2C0R3ALjwycbqQE?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BANK BRI ATM,bank,"5,0",,,,,https://bri.co.id/,,,https://www.google.com/maps/place/BANK+BRI+ATM/data=!4m7!3m6!1s0x2dd8003b9a79d0c5:0x84bd4dd7ce0a3347!8m2!3d-7.1779767!4d112.6505894!16s%2Fg%2F11b6hyz1tv!19sChIJxdB5mjsA2C0RRzMKztdNvYQ?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank BRI ATM - PT PCS GRESIK,bank,"5,0",,,,(021) 14017,https://bri.co.id/,,,https://www.google.com/maps/place/Bank+BRI+ATM+-+PT+PCS+GRESIK/data=!4m7!3m6!1s0x2e77e3597c67527b:0x9c7f16f544853907!8m2!3d-7.1436059!4d112.6289671!16s%2Fg%2F11sqkhr044!19sChIJe1JnfFnjdy4RBzmFRPUWf5w?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank BNI Cabang Gresik,bank,"4,1",124,,,(021) 1500046,http://www.bni.co.id/,,,https://www.google.com/maps/place/Bank+BNI+Cabang+Gresik/data=!4m7!3m6!1s0x2dd8003864911825:0x12f06f92c5258a09!8m2!3d-7.1719073!4d112.6530609!16s%2Fg%2F1hm3pttxv!19sChIJJRiRZDgA2C0RCYolxZJv8BI?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BNI 46 Kartini,bank,"4,0",65,,,(031) 3985450,http://www.bni.co.id/,,,https://www.google.com/maps/place/BNI+46+Kartini/data=!4m7!3m6!1s0x2dd8006a29a143df:0x883cd89ad4febe66!8m2!3d-7.1676129!4d112.6411354!16s%2Fg%2F1hm2nkccf!19sChIJ30OhKWoA2C0RZr7-1JrYPIg?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BNI PETROKIMIA GRESIK,bank,"4,1",40,,,(031) 3983896,,,,https://www.google.com/maps/place/BNI+PETROKIMIA+GRESIK/data=!4m7!3m6!1s0x2dd8005d7e51fabb:0x91fba8f1d3e10c54!8m2!3d-7.1572365!4d112.640006!16s%2Fg%2F1q67p0vc1!19sChIJu_pRfl0A2C0RVAzh0_Go-5E?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank BNI,bank,"3,2",21,,,(021) 1500046,https://www.bni.co.id/,,,https://www.google.com/maps/place/Bank+BNI/data=!4m7!3m6!1s0x2e77fe219f3b60e9:0xbe8080fa1a7747a3!8m2!3d-7.1349217!4d112.6151709!16s%2Fg%2F11b6hrp9fk!19sChIJ6WA7nyH-dy4Ro0d3GvqAgL4?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BANK BNI GREEN GARDEN GRESIK,bank,,,,,(021) 1500046,https://www.bni.co.id/,,,https://www.google.com/maps/place/BANK+BNI+GREEN+GARDEN+GRESIK/data=!4m7!3m6!1s0x2e77ff2a959a193b:0x64b6a5a659915a3e!8m2!3d-7.167374!4d112.599734!16s%2Fg%2F11n9xhybgt!19sChIJOxmalSr_dy4RPlqRWaaltmQ?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank Mandiri Gresik,bank,"4,4",567,,,(031) 3981300,http://www.bankmandiri.co.id/,,,https://www.google.com/maps/place/Bank+Mandiri+Gresik/data=!4m7!3m6!1s0x2dd80041e0dc15d1:0x66f35b7ef47c6f0f!8m2!3d-7.1678262!4d112.6452606!16s%2Fg%2F1tdmxy55!19sChIJ0RXc4EEA2C0RD2989H5b82Y?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank Mandiri Gresik Petrokimia,bank,"4,8",255,,,(031) 3980375,http://www.bankmandiri.co.id/,,,https://www.google.com/maps/place/Bank+Mandiri+Gresik+Petrokimia/data=!4m7!3m6!1s0x2dd800676c8bbd37:0xc9347f098858176!8m2!3d-7.1572086!4d112.6400069!16s%2Fg%2F1hdz83xrg!19sChIJN72LbGcA2C0RdoGFmPBHkww?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank Mandiri Usman Sadar,bank,"4,9",305,,,(021) 14000,https://bankmandiri.co.id/,,,https://www.google.com/maps/place/Bank+Mandiri+Usman+Sadar/data=!4m7!3m6!1s0x2dd8017d1fb0516d:0xd704afe891b0c471!8m2!3d-7.153771!4d112.6504089!16s%2Fg%2F11v5fv0psw!19sChIJbVGwH30B2C0RccSwkeivBNc?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank Mandiri Gedung Utama Semen Gresik,bank,"4,8",176,,,(031) 3978504,http://www.bankmandiri.co.id/,,,https://www.google.com/maps/place/Bank+Mandiri+Gedung+Utama+Semen+Gresik/data=!4m7!3m6!1s0x2dd8003854268553:0x97b07d9509b6078c!8m2!3d-7.1762506!4d112.6509345!16s%2Fg%2F1hd_k_b35!19sChIJU4UmVDgA2C0RjAe2CZV9sJc?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BCA KCP Gresik,bank,"4,6",35,,,1 500 888,https://www.bca.co.id/,,,https://www.google.com/maps/place/BCA+KCP+Gresik/data=!4m7!3m6!1s0x2dd80047321baced:0xe44717c64519aaa0!8m2!3d-7.161881!4d112.644729!16s%2Fg%2F1td6_dv2!19sChIJ7awbMkcA2C0RoKoZRcYXR-Q?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BCA KCU GRESIK,bank,"4,6",54,,,1 500 888,https://www.bca.co.id/,,,https://www.google.com/maps/place/BCA+KCU+GRESIK/data=!4m7!3m6!1s0x2dd80190dcebf425:0x61cb3fb6730f24e5!8m2!3d-7.1692767!4d112.6494777!16s%2Fg%2F1pzs4cwtg!19sChIJJfTr3JAB2C0R5SQPc7Y_y2E?authuser=0&hl=id&rclk=1,2026-07-17 14:52
BCA KCP Gresik Kota Baru,bank,"3,9",18,,,1 500 888,https://www.bca.co.id/,,,https://www.google.com/maps/place/BCA+KCP+Gresik+Kota+Baru/data=!4m7!3m6!1s0x2e77fe2654451adb:0x3abba374bcfb58cc!8m2!3d-7.1403529!4d112.6166585!16s%2Fg%2F11ckvp87lt!19sChIJ2xpFVCb-dy4RzFj7vHSjuzo?authuser=0&hl=id&rclk=1,2026-07-17 14:52
ANT Bank BCA 896-AJBS Gresik,bank,"2,0",1,,,,,,,https://www.google.com/maps/place/ANT+Bank+BCA+896-AJBS+Gresik/data=!4m7!3m6!1s0x2dd800697ce7b5ab:0x41cdae7866385881!8m2!3d-7.1662705!4d112.6397671!16s%2Fg%2F1q6j6frbb!19sChIJq7XnfGkA2C0RgVg4ZniuzUE?authuser=0&hl=id&rclk=1,2026-07-17 14:52
Bank Jatim KC Gresik,bank,"3,8",83,,,(031) 3982313,,,,https://www.google.com/maps/place/Bank+Jatim+KC+Gresik/data=!4m7!3m6!1s0x2dd80069cc6679a7:0xbb95a4bda3e65ef6!8m2!3d-7.1654075!4d112.6404623!16s%2Fg%2F1hc2pz_vl!19sChIJp3lmzGkA2C0R9l7mo72klbs?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank Jatim GKB,bank,"4,1",48,,,,,,,https://www.google.com/maps/place/Bank+Jatim+GKB/data=!4m7!3m6!1s0x2e77ffd493a60503:0x52499cd29980e34a!8m2!3d-7.1545004!4d112.6152354!16s%2Fg%2F11ddxvvc_4!19sChIJAwWmk9T_dy4RSuOAmdKcSVI?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank Jatim Cabang Syariah Gresik,bank,"4,3",42,,,(031) 3982011,,,,https://www.google.com/maps/place/Bank+Jatim+Cabang+Syariah+Gresik/data=!4m7!3m6!1s0x2dd80045680f9f35:0xc0446887da905ad!8m2!3d-7.1677062!4d112.6446535!16s%2Fg%2F1hm5q6zxy!19sChIJNZ8PaEUA2C0RrQWpfYhGBAw?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank Jatim Syariah PP UMG,bank,"3,0",2,,,(031) 3982011,https://bankjatim.co.id/,,,https://www.google.com/maps/place/Bank+Jatim+Syariah+PP+UMG/data=!4m7!3m6!1s0x2e77fffa3db7a4af:0x596774a7a5a9210f!8m2!3d-7.1611539!4d112.6158403!16s%2Fg%2F11lw37wqf0!19sChIJr6S3Pfr_dy4RDyGppad0Z1k?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank Jatim Atm PP UMG,bank,"4,0",4,,,(031) 3982011,http://bankjatim.co.id/,,,https://www.google.com/maps/place/Bank+Jatim+Atm+PP+UMG/data=!4m7!3m6!1s0x2e77ffd70fe42f17:0x9c7d02ae594064b2!8m2!3d-7.1610257!4d112.6158852!16s%2Fg%2F11f54k3jzg!19sChIJFy_kD9f_dy4RsmRAWa4CfZw?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank Jatim KK Suci,bank,"3,7",20,,,(031) 39539277,,,,https://www.google.com/maps/place/Bank+Jatim+KK+Suci/data=!4m7!3m6!1s0x2e77fe313292e6d7:0x8e4517ba80ab59b9!8m2!3d-7.1466726!4d112.6021254!16s%2Fg%2F11b6sp1jd1!19sChIJ1-aSMjH-dy4RuVmrgLoXRY4?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank UMKM Jatim KC Gresik,bank,"4,9",27,,,(031) 3982985,,,,https://www.google.com/maps/place/Bank+UMKM+Jatim+KC+Gresik/data=!4m7!3m6!1s0x2dd800454175d589:0xcdcd235809974ac7!8m2!3d-7.1619393!4d112.6544345!16s%2Fg%2F11b6fk5ccs!19sChIJidV1QUUA2C0Rx0qXCVgjzc0?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank BTN,bank,"4,8",221,,,(031) 3950490,http://www.btn.co.id/,,,https://www.google.com/maps/place/Bank+BTN/data=!4m7!3m6!1s0x2e77ffd49384b103:0xf8ca0ef5b0b8f06b!8m2!3d-7.1545617!4d112.6152461!16s%2Fg%2F11b6gchy_v!19sChIJA7GEk9T_dy4Ra_C4sPUOyvg?authuser=0&hl=id&rclk=1,2026-07-17 14:53
Bank BTN Cabang Gresik,bank,"4,3",310,,,(021) 1500286,,,,https://www.google.com/maps/place/Bank+BTN+Cabang+Gresik/data=!4m7!3m6!1s0x2dd8005f62bd1de7:0x3e77cc5fbd219bf7!8m2!3d-7.151365!4d112.647553!16s%2Fg%2F1xtdz_5c!19sChIJ5x29Yl8A2C0R95shvV_Mdz4?authuser=0&hl=id&rclk=1,2026-07-17 14:53
BTPN KCP Gresik,bank,"4,3",41,,,(031) 3984132,,,,https://www.google.com/maps/place/BTPN+KCP+Gresik/data=!4m7!3m6!1s0x2dd80045c0000001:0x735d96aa3925c13a!8m2!3d-7.1642481!4d112.6411879!16s%2Fg%2F11r8dcxkj!19sChIJAQAAwEUA2C0ROsElOaqWXXM?authuser=0&hl=id&rclk=1,2026-07-17 14:53
BSN KCP Gresik,bank,"4,7",30,,,1 500 286,https://bankbsn.co.id/,,,https://www.google.com/maps/place/BSN+KCP+Gresik/data=!4m7!3m6!1s0x2dd801f83255da89:0x4bccf7fb4fbc2d38!8m2!3d-7.1646389!4d112.6552255!16s%2Fg%2F11fhksv49p!19sChIJidpVMvgB2C0ROC28T_v3zEs?authuser=0&hl=id&rclk=1,2026-07-17 14:53
