nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Shell,spbu,"4,7",,,,(031) 39933004,https://find.shell.com/id/fuel/12350367-shell-veteran-1-gsk,,,https://www.google.com/maps/place/Shell/data=!4m7!3m6!1s0x2dd801d7aad843ad:0xbbb1a38d976bcece!8m2!3d-7.1873298!4d112.6470315!16s%2Fg%2F11mqjpl6jp!19sChIJrUPYqtcB2C0Rzs5rl42jsbs?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.20,spbu,"4,2",,,,0813-5739-0000,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.20/data=!4m7!3m6!1s0x2e77ffa37c007b01:0x68bf6472d3b6dfce!8m2!3d-7.1697621!4d112.5815143!16s%2Fg%2F11b6hms5s9!19sChIJAXsAfKP_dy4Rzt-203Jkv2g?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.17 Manyar,spbu,"4,0",,,,,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.17+Manyar/data=!4m7!3m6!1s0x2e77fdb72c0bc427:0x217e59fb61286557!8m2!3d-7.0895772!4d112.5814043!16s%2Fg%2F11cs9yy1c5!19sChIJJ8QLLLf9dy4RV2UoYftZfiE?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.25 Tebaloan,spbu,"4,2",,,,(021) 1500000,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.25+Tebaloan/data=!4m7!3m6!1s0x2e77ff18696a1733:0xe17e2530e17a0520!8m2!3d-7.164787!4d112.549671!16s%2Fg%2F1pzqtq1s8!19sChIJMxdqaRj_dy4RIAV64TAlfuE?authuser=0&hl=id&rclk=1,2026-07-17 15:11
DISTRIBUTOR GAS LPG 12 KG ( ARSY GAS ) GRESIK,spbu,"5,0",,,,,,,,https://www.google.com/maps/place/DISTRIBUTOR+GAS+LPG+12+KG+%28+ARSY+GAS+%29+GRESIK/data=!4m7!3m6!1s0x2dd801000b85bef1:0xc72d3e70b9e7b52d!8m2!3d-7.161289!4d112.6237854!16s%2Fg%2F11wttkrxhh!19sChIJ8b6FCwAB2C0RLbXnuXA-Lcc?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Mini Al Basyar,spbu,"4,2",,,,,,,,https://www.google.com/maps/place/SPBU+Mini+Al+Basyar/data=!4m7!3m6!1s0x2dd800828191c93b:0x9a4fd3f4d8feaca2!8m2!3d-7.1447587!4d112.619991!16s%2Fg%2F11d_898sv1!19sChIJO8mRgYIA2C0Roqz-2PTTT5o?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pom Bensin Lumpur,spbu,"3,6",,,,,,,,https://www.google.com/maps/place/SPBU+Pom+Bensin+Lumpur/data=!4m7!3m6!1s0x2dd8010030c3231f:0x9d70eb0987b69adc!8m2!3d-7.1474536!4d112.6540088!16s%2Fg%2F11w4gryp9y!19sChIJHyPDMAAB2C0R3Jq2hwnrcJ0?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Mini JA Suprapto,spbu,"4,4",,,,,,,,https://www.google.com/maps/place/SPBU+Mini+JA+Suprapto/data=!4m7!3m6!1s0x2dd80043524fddb7:0x87c9529de7eabced!8m2!3d-7.1613255!4d112.6490631!16s%2Fg%2F11h9yltdqr!19sChIJt91PUkMA2C0R7bzq551SyYc?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.10 Sembayat,spbu,"4,2",,,,,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.10+Sembayat/data=!4m7!3m6!1s0x2e77fd0041c9929d:0x5a9ed7e05753ca26!8m2!3d-7.0730302!4d112.5738244!16s%2Fg%2F11b7rtnpb3!19sChIJnZLJQQD9dy4RJspTV-DXnlo?authuser=0&hl=id&rclk=1,2026-07-17 15:11
Indomaret SPBU Roomo(TDW6),spbu,"4,4",61,,,,,,,https://www.google.com/maps/place/Indomaret+SPBU+Roomo%28TDW6%29/data=!4m7!3m6!1s0x2dd801e4d9b1ea95:0xb32eee4b247be0c8!8m2!3d-7.1482268!4d112.6376895!16s%2Fg%2F11h79k3wqt!19sChIJleqx2eQB2C0RyOB7JEvuLrM?authuser=0&hl=id&rclk=1,2026-07-17 15:11
MEM Gresik,spbu,"3,0",2,,,,,,,https://www.google.com/maps/place/MEM+Gresik/data=!4m7!3m6!1s0x2dd801d2cf474355:0xcd45b4c569d64d3b!8m2!3d-7.1652437!4d112.6519882!16s%2Fg%2F11s5zc26jh!19sChIJVUNHz9IB2C0RO03WacW0Rc0?authuser=0&hl=id&rclk=1,2026-07-17 15:11
LOBP Gresik Pertamina,spbu,"4,6",11,,,,,,,https://www.google.com/maps/place/LOBP+Gresik+Pertamina/data=!4m7!3m6!1s0x2dd8004e3da0d68f:0x461ee62cf1370789!8m2!3d-7.1613587!4d112.659976!16s%2Fg%2F11bwqmv385!19sChIJj9agPU4A2C0RiQc38SzmHkY?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Mini Jaksa Agung,spbu,"4,5",6,,,,,,,https://www.google.com/maps/place/SPBU+Mini+Jaksa+Agung/data=!4m7!3m6!1s0x2dd80044cd7272ff:0x6806f0869c24044c!8m2!3d-7.1606044!4d112.6519011!16s%2Fg%2F11h9rpclnl!19sChIJ_3JyzUQA2C0RTAQknIbwBmg?authuser=0&hl=id&rclk=1,2026-07-17 15:11
ATM BNI SPBU WAHIDIN SUDIRO HUSODO,spbu,"4,5",4,,,1 500 046,http://www.bni.co.id/,,,https://www.google.com/maps/place/ATM+BNI+SPBU+WAHIDIN+SUDIRO+HUSODO/data=!4m7!3m6!1s0x2dd8006fa9fb2491:0x91006c8266142a48!8m2!3d-7.16295!4d112.6332055!16s%2Fg%2F11b5wl5wtr!19sChIJkST7qW8A2C0RSCoUZoJsAJE?authuser=0&hl=id&rclk=1,2026-07-17 15:12
SPBU Mini Thamrin,spbu,"4,4",30,,,,,,,https://www.google.com/maps/place/SPBU+Mini+Thamrin/data=!4m7!3m6!1s0x2dd8005bb3ac4355:0x60d66953187fefe!8m2!3d-7.1576426!4d112.6524249!16s%2Fg%2F11f2xvpgwd!19sChIJVUOss1sA2C0R_v6HMZVmDQY?authuser=0&hl=id&rclk=1,2026-07-17 15:12
SPBB 571106,spbu,"4,0",2,,,,,,,https://www.google.com/maps/place/SPBB+571106/data=!4m7!3m6!1s0x2dd80160bbd58f33:0xf6924e21270f9eee!8m2!3d-7.1590424!4d112.6598!16s%2Fg%2F11rhw1lk75!19sChIJM4_Vu2AB2C0R7p4PJyFOkvY?authuser=0&hl=id&rclk=1,2026-07-17 15:12
Green Nitrogen Romo Manyaran Gresik SPBU 5461127,spbu,"4,2",10,,,(021) 29286176,http://www.green-nitrogen.com/,,,https://www.google.com/maps/place/Green+Nitrogen+Romo+Manyaran+Gresik+SPBU+5461127/data=!4m7!3m6!1s0x2dd8009ca8c31add:0xf884907992566be6!8m2!3d-7.141786!4d112.625932!16s%2Fg%2F11g6nbyd75!19sChIJ3RrDqJwA2C0R5mtWknmQhPg?authuser=0&hl=id&rclk=1,2026-07-17 15:12
"Shop & Drive - Wahidin, Gresik",spbu,"4,6",562,,,(031) 3981189,https://wa.me/62313981189,,,"https://www.google.com/maps/place/Shop+%26+Drive+-+Wahidin,+Gresik/data=!4m7!3m6!1s0x2dd8006fc3281ddf:0x56fdaa0bfe4ef4a7!8m2!3d-7.1633124!4d112.6325943!16s%2Fg%2F1tkmvqzk!19sChIJ3x0ow28A2C0Rp_RO_guq_VY?authuser=0&hl=id&rclk=1",2026-07-17 15:12
M.S. Gresik PT DPS,spbu,"4,0",2,,,,,,,https://www.google.com/maps/place/M.S.+Gresik+PT+DPS/data=!4m7!3m6!1s0x2dd8012a3d235a99:0x77a77962bf2e7754!8m2!3d-7.162688!4d112.667679!16s%2Fg%2F11h2n2skx7!19sChIJmVojPSoB2C0RVHcuv2J5p3c?authuser=0&hl=id&rclk=1,2026-07-17 15:12
pom sentolang,spbu,"3,0",3,,,,,,,https://www.google.com/maps/place/pom+sentolang/data=!4m7!3m6!1s0x2dd8010077dd7013:0x53c5bbdb3a55c1ed!8m2!3d-7.1725245!4d112.6532266!16s%2Fg%2F11lybhy3vq!19sChIJE3DddwAB2C0R7cFVOtu7xVM?authuser=0&hl=id&rclk=1,2026-07-17 15:12
MITRA GTWASH GIRI TAMA cuci motor,spbu,"4,5",177,,,0812-8807-3474,,,,https://www.google.com/maps/place/MITRA+GTWASH+GIRI+TAMA+cuci+motor/data=!4m7!3m6!1s0x2dd800695806b017:0x132f5c3482afbaf6!8m2!3d-7.1666829!4d112.638514!16s%2Fg%2F11fxxl0b33!19sChIJF7AGWGkA2C0R9rqvgjRcLxM?authuser=0&hl=id&rclk=1,2026-07-17 15:12
Imola Circuit - Toko Velg dan Ban Mobil Gresik,spbu,"5,0",2491,,,0811-9620-6170,https://linktr.ee/imolacircuitgresik?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnvu2RCIjbIhTJfPvhwU7ZbliR-mPratWEOgxOWjpizk9OA2K5dXOZ4HY36W4_aem_qaXTiK7Yxtb9xtXyojThvA,,,https://www.google.com/maps/place/Imola+Circuit+-+Toko+Velg+dan+Ban+Mobil+Gresik/data=!4m7!3m6!1s0x2dd80138360c853b:0xb9d99adf23f1b8ce!8m2!3d-7.1648342!4d112.6370352!16s%2Fg%2F11qr19771m!19sChIJO4UMNjgB2C0RzrjxI9-a2bk?authuser=0&hl=id&rclk=1,2026-07-17 15:12
BYD Haka Gresik,spbu,"4,9",72,,,0811-8888-9234,https://hakaauto.co.id/,,,https://www.google.com/maps/place/BYD+Haka+Gresik/data=!4m7!3m6!1s0x2dd801a58ecb16e9:0x5a2b8fa80924ff50!8m2!3d-7.165843!4d112.6386679!16s%2Fg%2F11z150q96k!19sChIJ6RbLjqUB2C0RUP8kCaiPK1o?authuser=0&hl=id&rclk=1,2026-07-17 15:12
Maju Putra Ban 4 (CV. Maju Gresik Mandiri - Masuka Tires),spbu,"4,9",144,,,0821-3222-7055,,,,https://www.google.com/maps/place/Maju+Putra+Ban+4+%28CV.+Maju+Gresik+Mandiri+-+Masuka+Tires%29/data=!4m7!3m6!1s0x2dd8013cbfb22d87:0x8b14461df753c28b!8m2!3d-7.1764566!4d112.6515672!16s%2Fg%2F11rdf4k05q!19sChIJhy2yvzwB2C0Ri8JT9x1GFIs?authuser=0&hl=id&rclk=1,2026-07-17 15:12
Yamaha SIP Gresik,spbu,"4,8",220,,,,http://instagram.com/yamaha.sip.gresik,,,https://www.google.com/maps/place/Yamaha+SIP+Gresik/data=!4m7!3m6!1s0x2dd8005c69af4cb5:0x483deb4a383306f4!8m2!3d-7.157712!4d112.6483519!16s%2Fg%2F1hm41qpc7!19sChIJtUyvaVwA2C0R9AYzOErrPUg?authuser=0&hl=id&rclk=1,2026-07-17 15:12
99 Garage & Carwash,spbu,"4,8",31,,,0821-4086-5952,http://www.instagram.com//99garagecarwash,,,https://www.google.com/maps/place/99+Garage+%26+Carwash/data=!4m7!3m6!1s0x2dd801cbfc56e1f7:0x59e4b3c33dd71608!8m2!3d-7.1645189!4d112.6363705!16s%2Fg%2F11sjfmh1dz!19sChIJ9-FW_MsB2C0RCBbXPcOz5Fk?authuser=0&hl=id&rclk=1,2026-07-17 15:12
Koperasi ARSA - Gresik,spbu,"5,0",112,,,0813-2970-657,https://www.tiktok.com/@pinjamarsa,,,https://www.google.com/maps/place/Koperasi+ARSA+-+Gresik/data=!4m7!3m6!1s0x2dd801663e22919f:0x760162038c8ffadf!8m2!3d-7.1664534!4d112.6403271!16s%2Fg%2F11mf7tqqht!19sChIJn5EiPmYB2C0R3_qPjANiAXY?authuser=0&hl=id&rclk=1,2026-07-17 15:13
Jaya Ban Gresik,spbu,"4,5",89,,,0823-3659-3965,,,,https://www.google.com/maps/place/Jaya+Ban+Gresik/data=!4m7!3m6!1s0x2e77fe2b52acc2fd:0x10268e5454641fa6!8m2!3d-7.1527644!4d112.6146456!16s%2Fg%2F11b6g93r2x!19sChIJ_cKsUiv-dy4Rph9kVFSOJhA?authuser=0&hl=id&rclk=1,2026-07-17 15:13
PUNCAK JAYA ACCU TOKO AKI GRESIK 24JAM,spbu,"5,0",2,,,0813-1599-410,,,,https://www.google.com/maps/place/PUNCAK+JAYA+ACCU+TOKO+AKI+GRESIK+24JAM/data=!4m7!3m6!1s0x2e77ff5d332e522f:0x1108f62dffbd6fd7!8m2!3d-7.1656199!4d112.6142251!16s%2Fg%2F11z1x61zcr!19sChIJL1IuM13_dy4R12-9_y32CBE?authuser=0&hl=id&rclk=1,2026-07-17 15:13
CleanN'go Gresik,spbu,"4,2",142,,,0857-0250-7287,https://linktr.ee/CleanN_Go,,,https://www.google.com/maps/place/CleanN%27go+Gresik/data=!4m7!3m6!1s0x2dd80113b2ac5fe9:0xaa047495430b7de8!8m2!3d-7.1616718!4d112.624451!16s%2Fg%2F11yc9qlg2y!19sChIJ6V-sshMB2C0R6H0LQ5V0BKo?authuser=0&hl=id&rclk=1,2026-07-17 15:13
SPBU 5461118 Kemangi Bungah Gresik,spbu,"4,3",406,,,0812-3001-4242,,,,https://www.google.com/maps/place/SPBU+5461118+Kemangi+Bungah+Gresik/data=!4m7!3m6!1s0x2e77e31f3c3df1b5:0x7927e5868159560b!8m2!3d-7.012836!4d112.5677211!16s%2Fg%2F11c0t9647g!19sChIJtfE9PB_jdy4RC1ZZgYblJ3k?authuser=0&hl=id&rclk=1,2026-07-17 15:13
SPBU 54.611.32,spbu,"3,7",75,,,,,,,https://www.google.com/maps/place/SPBU+54.611.32/data=!4m7!3m6!1s0x2e77fd2ba7b4c099:0x2682eff6f3edb98b!8m2!3d-7.0396074!4d112.572545!16s%2Fg%2F11rz78r6xv!19sChIJmcC0pyv9dy4Ri7nt8_bvgiY?authuser=0&hl=id&rclk=1,2026-07-17 15:13
Toko Gestun Gresik,spbu,"3,6",5,,,,,,,https://www.google.com/maps/place/Toko+Gestun+Gresik/data=!4m7!3m6!1s0x2e77ff85c759a557:0x65b4a57dd2644d06!8m2!3d-7.1610353!4d112.6182845!16s%2Fg%2F11f9zs4yww!19sChIJV6VZx4X_dy4RBk1k0n2ltGU?authuser=0&hl=id&rclk=1,2026-07-17 15:13
"Shop & Drive - Usman Sadar, Gresik",spbu,"4,9",454,,,(031) 3973362,https://www.shopanddrive.com/,,,"https://www.google.com/maps/place/Shop+%26+Drive+-+Usman+Sadar,+Gresik/data=!4m7!3m6!1s0x2dd801274f22b197:0x8ff9a159b9dfbcd!8m2!3d-7.1549366!4d112.6498237!16s%2Fg%2F1q62hc6kl!19sChIJl7EiTycB2C0RzfudmxWa_wg?authuser=0&hl=id&rclk=1",2026-07-17 15:13
SPBU 54-61108 Morowudi,spbu,"4,0",762,,,,http://www.pertamina.co.id/,,,https://www.google.com/maps/place/SPBU+54-61108+Morowudi/data=!4m7!3m6!1s0x2e78011a88cbce6f:0xb7acafb739b6f6e4!8m2!3d-7.248532!4d112.561002!16s%2Fg%2F1hm58bznm!19sChIJb87LiBoBeC4R5Pa2ObevrLc?authuser=0&hl=id&rclk=1,2026-07-17 15:13
Olxmobbi Store Gresik,spbu,"5,0",11,,,0878-6144-4449,,,,https://www.google.com/maps/place/Olxmobbi+Store+Gresik/data=!4m7!3m6!1s0x2e77ff0c1d494765:0xf82b5eaccc0b8643!8m2!3d-7.1576356!4d112.6161018!16s%2Fg%2F11yvcxyhf8!19sChIJZUdJHQz_dy4RQ4YLzKxeK_g?authuser=0&hl=id&rclk=1,2026-07-17 15:13
Spekta Variasi,spbu,"3,9",38,,,0812-3266-5357,,,,https://www.google.com/maps/place/Spekta+Variasi/data=!4m7!3m6!1s0x2dd8006edb8b4ded:0xc57249a9a7072bc6!8m2!3d-7.1675728!4d112.60664!16s%2Fg%2F11b6gkx2jc!19sChIJ7U2L224A2C0RxisHp6lJcsU?authuser=0&hl=id&rclk=1,2026-07-17 15:13
"Shop & Drive - GKB, Gresik",spbu,"5,0",109,,,(031) 35947072,https://www.shopanddrive.com/,,,"https://www.google.com/maps/place/Shop+%26+Drive+-+GKB,+Gresik/data=!4m7!3m6!1s0x2dd801e0b8a6e2c1:0xebdcbe31a22793f2!8m2!3d-7.1489313!4d112.6138431!16s%2Fg%2F11xt6zq2d5!19sChIJweKmuOAB2C0R8pMnojG-3Os?authuser=0&hl=id&rclk=1",2026-07-17 15:13
Depot Arinda,spbu,"4,8",4,,,0821-9034-2015,,,,https://www.google.com/maps/place/Depot+Arinda/data=!4m7!3m6!1s0x2dd801e1086a1b4f:0x80f67aa303073b4e!8m2!3d-7.1639008!4d112.6469245!16s%2Fg%2F11h_wlr0t5!19sChIJTxtqCOEB2C0RTjsHA6N69oA?authuser=0&hl=id&rclk=1,2026-07-17 15:13
Gresik Rental Motor (GRM),spbu,"3,6",34,,,0821-4064-5145,https://rentalmotorgresikmalangkedirimurah.blogspot.com/2022/11/rental-motor-dan-mobil-gresik-kediri.html,,,https://www.google.com/maps/place/Gresik+Rental+Motor+%28GRM%29/data=!4m7!3m6!1s0x2dd80138f2e6d459:0x716a467894b52e48!8m2!3d-7.1647674!4d112.6306539!16s%2Fg%2F11tf3pdfsz!19sChIJWdTm8jgB2C0RSC61lHhGanE?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Kios BHS,spbu,,,,,0831-4739-5054,https://kiosbhs.orderonline.id/,,,https://www.google.com/maps/place/Kios+BHS/data=!4m7!3m6!1s0x2dd8012e82c2867d:0xf38f869368511af5!8m2!3d-7.1570728!4d112.6578008!16s%2Fg%2F11tj25l3jq!19sChIJfYbCgi4B2C0R9RpRaJOGj_M?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Asia Motor Gresik,spbu,"5,0",1,,,0813-3315-3975,,,,https://www.google.com/maps/place/Asia+Motor+Gresik/data=!4m7!3m6!1s0x2dd801faa3906a51:0x7fca5255d877859!8m2!3d-7.1621697!4d112.6213673!16s%2Fg%2F11kj8wpq_m!19sChIJUWqQo_oB2C0RWXiHXSWl_Ac?authuser=0&hl=id&rclk=1,2026-07-17 15:14
SATPAS SIM Gresik,spbu,"4,8",2714,,,,,,,https://www.google.com/maps/place/SATPAS+SIM+Gresik/data=!4m7!3m6!1s0x2dd80079d0d434b7:0x9f6c64db8f7a69ae!8m2!3d-7.1619562!4d112.6235718!16s%2Fg%2F11cjh_710s!19sChIJtzTU0HkA2C0Rrml6j9tkbJ8?authuser=0&hl=id&rclk=1,2026-07-17 15:14
AGT Motor Gresik,spbu,"4,8",6,,,0813-3299-8706,,,,https://www.google.com/maps/place/AGT+Motor+Gresik/data=!4m7!3m6!1s0x2e77ff6f759eaaf7:0x69a12059e33f242b!8m2!3d-7.1657267!4d112.6144864!16s%2Fg%2F11clywg9sn!19sChIJ96qedW__dy4RKyQ_41kgoWk?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Isuzu Gresik ( Authorized Isuzu Dealer - PT BUANA PERKASA PERMAI ),spbu,"4,7",66,,,(031) 99006989,,,,https://www.google.com/maps/place/Isuzu+Gresik+%28+Authorized+Isuzu+Dealer+-+PT+BUANA+PERKASA+PERMAI+%29/data=!4m7!3m6!1s0x2dd80040ffffffff:0x250e5cd71dbd329d!8m2!3d-7.1662917!4d112.6103114!16s%2Fg%2F11gtznqn8t!19sChIJ_____0AA2C0RnTK9HddcDiU?authuser=0&hl=id&rclk=1,2026-07-17 15:14
A3 Green Audio gresik,spbu,"4,3",114,,,0813-3113-3466,https://www.youtube.com/c/a3greenaudiogresik,,,https://www.google.com/maps/place/A3+Green+Audio+gresik/data=!4m7!3m6!1s0x2dd8006eb545fd5b:0x5000dc81c5848815!8m2!3d-7.1655363!4d112.6380965!16s%2Fg%2F11clfcr6zt!19sChIJW_1FtW4A2C0RFYiExYHcAFA?authuser=0&hl=id&rclk=1,2026-07-17 15:14
BYD Gresik,spbu,"5,0",10,,,0821-4101-1103,https://bydjatim.id/,,,https://www.google.com/maps/place/BYD+Gresik/data=!4m7!3m6!1s0x2dd801a17b47d549:0x3580fec268dc7630!8m2!3d-7.1657798!4d112.6387084!16s%2Fg%2F11yv3q2l00!19sChIJSdVHe6EB2C0RMHbcaML-gDU?authuser=0&hl=id&rclk=1,2026-07-17 15:14
pom mini,spbu,,,,,,,,,https://www.google.com/maps/place/pom+mini/data=!4m7!3m6!1s0x2dd80133042640cd:0xe4ba586b1db69c4f!8m2!3d-7.1677071!4d112.6522483!16s%2Fg%2F11hf2hzs8c!19sChIJzUAmBDMB2C0RT5y2HWtYuuQ?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Outlet SMILS Warkop MakNyak,spbu,,,,,,,,,https://www.google.com/maps/place/Outlet+SMILS+Warkop+MakNyak/data=!4m7!3m6!1s0x2dd8018352de44f9:0x25eb778901c9f029!8m2!3d-7.1521376!4d112.6493457!16s%2Fg%2F11vc260xls!19sChIJ-UTeUoMB2C0RKfDJAYl36yU?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Yamaha Yes Gresik 1,spbu,"4,5",330,,,(031) 3990057,,,,https://www.google.com/maps/place/Yamaha+Yes+Gresik+1/data=!4m7!3m6!1s0x2dd800f57e797403:0xfdc95ac4c0e00e10!8m2!3d-7.1499467!4d112.6429214!16s%2Fg%2F1pzq19lf1!19sChIJA3R5fvUA2C0REA7gwMRayf0?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Pertamini MADINA,spbu,"3,7",3,,,,,,,https://www.google.com/maps/place/Pertamini+MADINA/data=!4m7!3m6!1s0x2dd80012a83e9369:0x24bd411b5c034405!8m2!3d-7.1725937!4d112.6318612!16s%2Fg%2F11f31g0v4n!19sChIJaZM-qBIA2C0RBUQDXBtBvSQ?authuser=0&hl=id&rclk=1,2026-07-17 15:14
POM Mini H. Faisol,spbu,"4,5",2,,,,,,,https://www.google.com/maps/place/POM+Mini+H.+Faisol/data=!4m7!3m6!1s0x2dd8010df48ad193:0x859fa4b75a4ff76f!8m2!3d-7.1735123!4d112.6312318!16s%2Fg%2F11j0qh9z8r!19sChIJk9GK9A0B2C0Rb_dPWrekn4U?authuser=0&hl=id&rclk=1,2026-07-17 15:14
Mushollah Pom Bensin Petro,spbu,"5,0",1,,,,,,,https://www.google.com/maps/place/Mushollah+Pom+Bensin+Petro/data=!4m7!3m6!1s0x2dd801ff0426a8db:0xfe59a6b7105e50f8!8m2!3d-7.1629439!4d112.6332159!16s%2Fg%2F11p56l6k75!19sChIJ26gmBP8B2C0R-FBeELemWf4?authuser=0&hl=id&rclk=1,2026-07-17 15:14
