Tempat,Rating Tempat,Total Ulasan,Nama Reviewer,Bintang,Tanggal,Ulasan
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Ali Alikosim,5,2025-09-11T04:02:44.550Z,Jika registrasi ikd di Gresik tapi alamat tempat tinggal saya Situbondo apakah bisa buka blokiran pin ikd di Gresik
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Septian Adi,5,2025-09-02T01:45:51.941Z,Pelayanan admin dekcapil spptij
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Silvia Dessy Arini,5,2025-08-05T07:37:16.905Z,Hari ini 05/08/2025 UPT SDN 200 Gresik bekerja sama dengan disdukcapil Gresik untuk melakukan jemput bola perekaman KIA. Alhamdulillah sekolah kami mendapatkan kesempatan ini. Jadi kami bisa melakukan perekaman secara kolektif di sekolah. Terima kasih banyak disdukcapil Gresik atas program ini. Semoga selalu bisa memberikan pelayanan yang terbaik.
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Arif 28,5,2025-08-05T05:30:04.297Z,Mantab terima kasih atas layanannya bapak ibu yang sedang bertugas
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Fatkur Pgsd,5,2025-08-05T04:27:16.268Z,Kunjungan dispendukcapil gresik ke upt sdn 200 gresik.Pengurusan ktp guru dan kia anak. Memudahkan kami dalam mengurus.
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Ardhian Ahmad,5,2025-08-05T04:26:28.996Z,"Layanan memuaskan, cepat, akurat dan mudah. Pengurusan KIA dan KTP di UPT SDN 200 Gresik."
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Dhee Dhee,5,2025-07-29T16:32:05.863Z,Mengurus KTP hilang apa bisa diurus disini.alamat KTP kabupaten semarang?
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Meiva Baguna,5,2025-07-26T09:50:32.183Z,"Sangat membantu, terima kasih"
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,khoir misbahul,5,2025-07-23T03:07:33.937Z,Pelayanannya sangat bagus dan memuaskan
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Habibi Farm,5,2025-07-23T03:03:47.193Z,Terima kasih atas pelayanan KIA di UPT SDN 211 Gresik untuk anak ABK
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Suci Rahmawati,5,2025-07-16T03:26:54.426Z,Ada link buat ngurus lewat online kah ??
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,ANA HABIBAH,5,2025-07-11T03:32:39.772Z,Pelayanan cepat dan ramah 😍
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,gani wilopo,5,2025-06-16T04:23:46.865Z,
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Mardarena Kristina Putri,5,2025-06-13T01:50:20.518Z,Kalau nik waktu daftar mbanking tidak terdaftar tapi domisili diluar gresik apa bisa tolong kasih saran
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Cak Bayu Mancing,5,2025-06-10T15:49:46.886Z,"Apakah bisa mengurus ktp yg hilang, tapi ktp luar kota?"
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Maiza Widayanti,4,2025-06-10T03:45:00.198Z,Lumayan
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Dadio Apik,5,2025-06-04T02:41:11.680Z,PEMDES SIDORAHARJO Terimakasih atas pelayanan yg Sangat Prima DISPENDUK CAPIL dg langkah JEMPUT BOLA  rekam e-KTP di RS Paciran.
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Moh Thoyib,5,2025-06-04T02:38:43.622Z,Terimakasih atas pelanannya yg sangat prima
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,fiki zainudin,5,2025-06-03T05:53:48.185Z,
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Helvi Pahlevi,5,2025-06-01T07:52:32.843Z,Pelayan yang ramah cepat dan memuaskan
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Muhammad Gilang,5,2025-06-01T07:20:40.658Z,pelayanan mantab  dan cepat   sehari langsung jadi
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,aini habibah,5,2025-06-01T07:19:11.691Z,Pelayanannya sangat cepat dan ramah
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Calista Misnan,5,2025-06-01T06:50:02.519Z,Pelayanan bagus dan cepat
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Hcgh Bbh,5,2025-06-01T06:44:10.315Z,"Sangat luar biasa,cepat mudah"
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Zahwa al-Fatih,5,2025-06-01T06:35:59.240Z,
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Riski,5,2025-06-01T05:22:07.242Z,pelayanan cepat
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Nur Hasanah,5,2025-06-01T05:10:42.472Z,Pelayanan bagus dan cepat
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Ananda Priatama,5,2025-06-01T04:58:09.583Z,Bagus
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Lisa Imro'atus S.,5,2025-06-01T04:47:23.121Z,"Pelayanan baik dan cepat, hasil dokumen bisa ditunggu langsung jadi, dan petugas ramah. Terima kasih"
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Su Darmawan,5,2025-06-01T04:03:24.376Z,Pelayanan cepat
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,safira azzahra,3,2025-06-01T04:02:18.848Z,bagus
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Rozikin Riski,5,2025-06-01T03:54:17.752Z,Pelayanan sangatt ramah dan prosesnya cepat😊
Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,4.4,1349,Fitrotul Hidayah,5,2025-06-01T03:54:12.249Z,"Pelayanannya super cepat,petugasnya sangat ramah☺️"
